model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,training_accuracy,intercept,n_pairwise_observations,n_clusters,model_type
moonshotai__kimi-k2.5,max_dependency_distance,0.09492,0.113931,0.833133,0.40477,-0.128386,0.318226,False,0.636667,0.151683,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,normalized_dependency_distance,-0.042822,0.188099,-0.227656,0.819913,-0.411496,0.325852,False,0.636667,0.151683,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,nominalization_ratio,0.343914,0.103435,3.324917,0.000884,0.141181,0.546647,True,0.636667,0.151683,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,modifier_density,0.282184,0.113617,2.483632,0.013005,0.059494,0.504874,True,0.636667,0.151683,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,coordination_count,0.040631,0.092607,0.438744,0.660847,-0.14088,0.222142,False,0.636667,0.151683,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,passive_or_beishi_count,-0.37899,0.109792,-3.451883,0.000557,-0.594183,-0.163797,True,0.636667,0.151683,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,sentence_compression_ratio,0.153205,0.129311,1.184784,0.236103,-0.100244,0.406654,False,0.636667,0.151683,600,200,feature_family_multivariate
openai__gpt-5.2,clause_count,0.198393,0.111897,1.773004,0.076228,-0.020924,0.41771,False,0.615,0.2657,600,200,feature_family_multivariate
openai__gpt-5.2,dependency_depth,-0.168339,0.105162,-1.600763,0.109429,-0.374456,0.037778,False,0.615,0.2657,600,200,feature_family_multivariate
openai__gpt-5.2,mean_dependency_distance,-0.023891,0.175932,-0.135797,0.891982,-0.368717,0.320935,False,0.615,0.2657,600,200,feature_family_multivariate
openai__gpt-5.2,max_dependency_distance,0.225894,0.112915,2.000569,0.045439,0.004581,0.447207,True,0.615,0.2657,600,200,feature_family_multivariate
openai__gpt-5.2,normalized_dependency_distance,-0.022422,0.157276,-0.142565,0.886634,-0.330682,0.285838,False,0.615,0.2657,600,200,feature_family_multivariate
openai__gpt-5.2,nominalization_ratio,0.143846,0.103756,1.386384,0.16563,-0.059516,0.347208,False,0.615,0.2657,600,200,feature_family_multivariate
openai__gpt-5.2,modifier_density,0.303019,0.113863,2.661257,0.007785,0.079847,0.526191,True,0.615,0.2657,600,200,feature_family_multivariate
openai__gpt-5.2,coordination_count,0.004423,0.094208,0.046949,0.962553,-0.180224,0.18907,False,0.615,0.2657,600,200,feature_family_multivariate
openai__gpt-5.2,passive_or_beishi_count,-0.380238,0.101917,-3.730851,0.000191,-0.579996,-0.18048,True,0.615,0.2657,600,200,feature_family_multivariate
openai__gpt-5.2,sentence_compression_ratio,0.066506,0.125982,0.5279,0.597569,-0.180419,0.313431,False,0.615,0.2657,600,200,feature_family_multivariate
