version,direction,id,candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
claude-version,CE,028,B,8.0,8.0,3.97619,69.0,0.047336,0.654651,0.418605,6.0,3.0,0.697368,86.0,2.0,43.0,2.012535022,1.448162002,0.781182677,4.013785508,-1.75161995,0.311235511,-0.634905177,1.120037315,1.685513898,-1.775612446,4.028475981,2.955746113,1.103194573
claude-version,CE,028,C,7.0,8.0,4.176471,72.0,0.049135,0.702326,0.448276,6.0,3.0,0.723684,87.0,2.0,43.5,1.552253478,1.448162002,1.081939554,4.270041287,-1.715913273,0.648396246,-0.381725665,1.120037315,1.685513898,-1.759519044,4.101283887,2.955746113,1.142985429
claude-version,CE,029,A,6.0,5.0,3.479452,21.0,0.047664,0.636111,0.565789,6.0,3.0,0.673684,76.0,3.0,25.333333,1.091971935,-0.208647549,0.035243872,-0.086306946,-1.745109783,0.180119412,0.621000365,1.120037315,1.685513898,-1.790096263,3.300396925,6.149075968,-0.302749016
claude-version,CE,029,B,5.0,4.0,3.242857,24.0,0.046327,0.684722,0.589041,3.0,3.0,0.642105,73.0,3.0,24.333333,0.631690391,-0.7609174,-0.320044815,0.169948832,-1.771646652,0.523899601,0.819407227,0.135187105,1.685513898,-1.809408222,3.081973208,6.149075968,-0.382330727
claude-version,CE,029,C,5.0,6.0,3.432432,29.0,0.046384,0.655128,0.636364,3.0,4.0,0.684211,77.0,3.0,25.666667,0.631690391,0.343622301,-0.035364865,0.597041796,-1.770515312,0.314608886,1.223209393,0.135187105,2.437773962,-1.783658535,3.37320483,6.149075968,-0.276221726
claude-version,CE,030,A,11.0,10.0,3.109091,36.0,0.028264,0.6825,0.482456,9.0,4.0,0.773438,114.0,4.0,28.5,3.393379654,2.552701702,-0.52091781,1.194971946,-2.130162329,0.508185471,-0.090071331,2.104887524,2.437773962,-1.729092265,6.067097339,9.342405822,-0.050740238
claude-version,CE,030,B,13.0,9.0,3.22314,34.0,0.026638,0.65597,0.44,12.0,4.0,0.84375,125.0,4.0,31.25,4.313942741,2.000431852,-0.349653331,1.02413476,-2.16243529,0.320563566,-0.4523439,3.089737734,2.437773962,-1.686093357,6.867984302,9.342405822,0.168109468
claude-version,CE,030,C,12.0,10.0,3.097345,34.0,0.02741,0.634615,0.452991,9.0,5.0,0.789062,117.0,4.0,29.25,3.853661197,2.552701702,-0.53855648,1.02413476,-2.14711258,0.169539601,-0.341493067,2.104887524,3.190034025,-1.719537496,6.285521056,9.342405822,0.008946045
claude-version,CE,031,A,15.0,7.0,4.290323,43.0,0.046133,0.476667,0.40625,17.0,6.0,0.701754,96.0,3.0,32.0,5.234505829,0.895892151,1.252908203,1.792902095,-1.775497177,-0.947479042,-0.740329088,4.731154749,3.942294088,-1.772930212,4.756555038,6.149075968,0.227795751
claude-version,CE,031,B,14.0,7.0,3.075,29.0,0.038437,0.475581,0.380952,12.0,3.0,0.614035,84.0,4.0,21.0,4.774224285,0.895892151,-0.572111397,0.597041796,-1.928247919,-0.955159305,-0.956194253,3.089737734,1.685513898,-1.826574273,3.88286017,9.342405822,-0.647603071
claude-version,CE,031,C,13.0,7.0,4.085106,37.0,0.043459,0.47766,0.453608,14.0,4.0,0.684211,97.0,3.0,32.333333,4.313942741,0.895892151,0.94473906,1.280390539,-1.828570915,-0.940456481,-0.336228271,3.74630454,2.437773962,-1.783658535,4.829362943,6.149075968,0.254322961
claude-version,CE,032,A,12.0,6.0,3.697674,32.0,0.042996,0.56375,0.344444,3.0,10.0,0.632812,90.0,4.0,22.5,3.853661197,0.343622301,0.362942292,0.853297575,-1.837760571,-0.331622339,-1.267713165,0.135187105,6.951334342,-1.815091304,4.319707604,9.342405822,-0.528230505
claude-version,CE,032,B,11.0,8.0,4.116279,38.0,0.047864,0.528571,0.433333,5.0,11.0,0.648438,90.0,4.0,22.5,3.393379654,1.448162002,0.991550761,1.365809131,-1.741140169,-0.58041054,-0.509232707,0.791753912,7.703594406,-1.805535312,4.319707604,9.342405822,-0.528230505
claude-version,CE,032,C,10.0,8.0,3.484211,27.0,0.036676,0.601064,0.464646,4.0,7.0,0.695312,99.0,4.0,24.75,2.93309811,1.448162002,0.042390341,0.426204611,-1.963200369,-0.067735277,-0.242042182,0.463470509,4.694554152,-1.776869781,4.974978755,9.342405822,-0.349171655
claude-version,CE,033,A,7.0,6.0,3.971014,32.0,0.057551,0.503846,0.380282,3.0,9.0,0.722222,71.0,2.0,35.5,1.552253478,0.343622301,0.773410009,0.853297575,-1.548871921,-0.755267367,-0.961911292,0.135187105,6.199074279,-1.760413122,2.936357396,2.955746113,0.50633174
claude-version,CE,033,B,6.0,5.0,3.9,29.0,0.065,0.55,0.403226,3.0,6.0,0.622222,62.0,2.0,31.0,1.091971935,-0.208647549,0.666770094,0.597041796,-1.401023652,-0.428863243,-0.766132561,0.135187105,3.942294088,-1.821567559,2.281086246,2.955746113,0.14821404
claude-version,CE,033,C,7.0,6.0,3.983333,26.0,0.066389,0.64375,0.33871,3.0,6.0,0.633333,62.0,2.0,31.0,1.552253478,0.343622301,0.791909138,0.340786018,-1.373454684,0.234142922,-1.316640782,0.135187105,3.942294088,-1.81477269,2.281086246,2.955746113,0.14821404
claude-version,CE,034,A,17.0,5.0,3.604167,25.0,0.037543,0.525,0.36,0.0,3.0,0.778761,100.0,4.0,25.0,6.155068917,-0.208647549,0.222525211,0.255367425,-1.945992093,-0.605664887,-1.134975458,-0.849663104,1.685513898,-1.725837015,5.04778666,9.342405822,-0.329276227
claude-version,CE,034,B,13.0,5.0,2.805195,22.0,0.036431,0.545714,0.37037,0.0,3.0,0.60177,81.0,4.0,20.25,4.313942741,-0.208647549,-0.977270695,-0.000888353,-1.968063146,-0.459174117,-1.046489342,-0.849663104,1.685513898,-1.834074865,3.664436453,9.342405822,-0.707289355
claude-version,CE,034,C,10.0,6.0,2.888889,18.0,0.035665,0.573171,0.447059,0.0,3.0,0.637168,85.0,4.0,21.25,2.93309811,0.343622301,-0.851589546,-0.342562725,-1.983266768,-0.264996407,-0.392110197,-0.849663104,1.685513898,-1.812427417,3.955668076,9.342405822,-0.627707643
claude-version,CE,035,A,11.0,7.0,3.145161,27.0,0.050728,0.49,0.378788,3.0,5.0,0.691358,66.0,4.0,16.5,3.393379654,0.895892151,-0.46675241,0.426204611,-1.684295298,-0.853187189,-0.974659437,0.135187105,3.190034025,-1.779287827,2.572317868,9.342405822,-1.005720771
claude-version,CE,035,B,10.0,5.0,3.232877,32.0,0.044286,0.538889,0.402597,0.0,3.0,0.814815,77.0,4.0,19.25,2.93309811,-0.208647549,-0.335031527,0.853297575,-1.812156561,-0.507440966,-0.771499752,-0.849663104,1.685513898,-1.703788394,3.37320483,9.342405822,-0.786871066
claude-version,CE,035,C,10.0,5.0,2.971014,22.0,0.043058,0.587879,0.5,0.0,3.0,0.814815,74.0,5.0,14.8,2.93309811,-0.208647549,-0.728264525,-0.000888353,-1.836529991,-0.160980464,0.059629769,-0.849663104,1.685513898,-1.703788394,3.154781113,12.535735676,-1.14100968
claude-version,CE,036,A,15.0,9.0,2.666667,19.0,0.032922,0.553125,0.44186,8.0,1.0,0.557143,86.0,5.0,17.2,5.234505829,2.000431852,-1.185294665,-0.257144132,-2.037710022,-0.406763038,-0.436472716,1.776604121,0.180993771,-1.861366255,4.028475981,12.535735676,-0.950013573
claude-version,CE,036,B,16.0,6.0,2.823529,24.0,0.033218,0.560784,0.455556,7.0,1.0,0.564286,90.0,5.0,18.0,5.694787373,0.343622301,-0.949738994,0.169948832,-2.031834993,-0.352598086,-0.319606193,1.448320718,0.180993771,-1.856997994,4.319707604,12.535735676,-0.886348205
claude-version,CE,036,C,13.0,6.0,3.0,27.0,0.031915,0.608491,0.434343,7.0,3.0,0.65,99.0,5.0,19.8,4.313942741,0.343622301,-0.684736987,0.426204611,-2.057697028,-0.015211045,-0.500614484,1.448320718,1.685513898,-1.80458008,4.974978755,12.535735676,-0.743101125
claude-version,CE,037,A,8.0,5.0,3.45283,24.0,0.065148,0.434848,0.464286,0.0,0.0,0.551724,56.0,3.0,18.666667,2.012535022,-0.208647549,-0.004733708,0.169948832,-1.398086138,-1.24322576,-0.245114024,-0.849663104,-0.571266292,-1.864680214,1.844238812,6.149075968,-0.833293704
claude-version,CE,037,B,8.0,5.0,2.90625,19.0,0.04541,0.397619,0.470588,3.0,0.0,0.666667,68.0,4.0,17.0,2.012535022,-0.208647549,-0.825518975,-0.257144132,-1.789847331,-1.506511696,-0.191339723,0.135187105,-0.571266292,-1.79438747,2.71793368,9.342405822,-0.965929916
claude-version,CE,037,C,8.0,4.0,2.920635,19.0,0.046359,0.365476,0.447761,0.0,0.0,0.643678,67.0,4.0,16.75,2.012535022,-0.7609174,-0.803917387,-0.257144132,-1.771011514,-1.733829106,-0.386120105,-0.849663104,-0.571266292,-1.808446263,2.645125774,9.342405822,-0.985825343
claude-version,CE,038,A,8.0,6.0,3.962025,28.0,0.050152,0.597222,0.426829,6.0,3.0,0.579365,82.0,3.0,27.333333,2.012535022,0.343622301,0.759911457,0.511623203,-1.695727786,-0.094906154,-0.564730653,1.120037315,1.685513898,-1.847776516,3.737244359,6.149075968,-0.143585594
claude-version,CE,038,B,9.0,6.0,3.688312,31.0,0.0479,0.459211,0.4375,6.0,4.0,0.555556,80.0,3.0,26.666667,2.472816566,0.343622301,0.348883615,0.767878982,-1.740425639,-1.070929022,-0.473676136,1.120037315,2.437773962,-1.862336776,3.591628547,6.149075968,-0.196640015
claude-version,CE,038,C,11.0,6.0,3.988095,34.0,0.047477,0.416667,0.471264,6.0,8.0,0.619048,87.0,3.0,29.0,3.393379654,0.343622301,0.799060112,1.02413476,-1.748821372,-1.371802988,-0.185571486,1.120037315,5.446814215,-1.823508601,4.101283887,6.149075968,-0.010949382
claude-version,CE,039,A,14.0,7.0,3.708738,34.0,0.036007,0.592857,0.457944,7.0,5.0,0.657534,107.0,4.0,26.75,4.774224285,0.895892151,0.379556819,1.02413476,-1.976478728,-0.125775721,-0.299229641,1.448320718,3.190034025,-1.799972704,5.557442,9.342405822,-0.190008232
claude-version,CE,039,B,10.0,6.0,3.7625,53.0,0.047031,0.658163,0.481928,8.0,2.0,0.465753,83.0,3.0,27.666667,2.93309811,0.343622301,0.460289846,2.647088023,-1.757673611,0.336072606,-0.0945767,1.776604121,0.933253835,-1.917255296,3.810052264,6.149075968,-0.117058304
claude-version,CE,039,C,11.0,6.0,3.741935,30.0,0.040236,0.649123,0.463918,6.0,6.0,0.547945,97.0,4.0,24.25,3.393379654,0.343622301,0.429407909,0.682460389,-1.892541242,0.272141132,-0.248254129,1.120037315,3.942294088,-1.866991241,4.829362943,9.342405822,-0.38896251
claude-version,CE,040,A,7.0,8.0,4.724638,25.0,0.068473,0.786667,0.394366,4.0,3.0,0.65,71.0,2.0,35.5,1.552253478,1.448162002,1.905107979,0.255367425,-1.332091307,1.244861345,-0.841734006,0.463470509,1.685513898,-1.80458008,2.936357396,2.955746113,0.50633174
claude-version,CE,040,B,6.0,5.0,4.567164,28.0,0.068167,0.648148,0.333333,2.0,6.0,0.6625,69.0,2.0,34.5,1.091971935,-0.208647549,1.668633283,0.511623203,-1.338164817,0.265245867,-1.362522155,-0.193096298,3.942294088,-1.796935775,2.790741585,2.955746113,0.426750029
claude-version,CE,040,C,6.0,5.0,4.486842,28.0,0.059037,0.782258,0.435897,3.0,6.0,0.7375,78.0,2.0,39.0,1.091971935,-0.208647549,1.548015781,0.511623203,-1.51937769,1.213680607,-0.487354366,0.135187105,3.942294088,-1.751069947,3.446012736,2.955746113,0.784867729
claude-version,CE,041,A,11.0,6.0,3.242857,20.0,0.046327,0.390476,0.513514,6.0,1.0,0.693069,74.0,4.0,18.5,3.393379654,0.343622301,-0.320044815,-0.171725539,-1.771646652,-1.557027462,0.174943306,1.120037315,0.180993771,-1.778241475,3.154781113,9.342405822,-0.846557349
claude-version,CE,041,B,15.0,7.0,3.391892,27.0,0.045836,0.319565,0.474359,6.0,7.0,0.722772,78.0,4.0,19.5,5.234505829,0.895892151,-0.09624275,0.426204611,-1.781392054,-2.058514718,-0.159162178,1.120037315,4.694554152,-1.760076773,3.446012736,9.342405822,-0.766975638
claude-version,CE,041,C,9.0,5.0,3.28,18.0,0.043733,0.405952,0.518987,6.0,7.0,0.732673,79.0,4.0,19.75,2.472816566,-0.208647549,-0.264268117,-0.342562725,-1.823132544,-1.447580172,0.221643837,1.120037315,4.694554152,-1.754021872,3.518820642,9.342405822,-0.74708021
claude-version,CE,042,A,14.0,6.0,3.828571,34.0,0.036463,0.550943,0.504587,6.0,7.0,0.647059,109.0,4.0,27.25,4.774224285,0.343622301,0.559506984,1.02413476,-1.967428008,-0.422194285,0.098770156,1.120037315,4.694554152,-1.806378632,5.703057811,9.342405822,-0.150217377
claude-version,CE,042,B,13.0,5.0,3.78125,28.0,0.039388,0.522115,0.51,6.0,9.0,0.601307,100.0,4.0,25.0,4.313942741,-0.208647549,0.488446243,0.511623203,-1.909372405,-0.626067797,0.144958714,1.120037315,6.199074279,-1.83435801,5.04778666,9.342405822,-0.329276227
claude-version,CE,042,C,13.0,5.0,4.145833,33.0,0.043186,0.555102,0.48,6.0,7.0,0.581699,100.0,4.0,25.0,4.313942741,-0.208647549,1.03593125,0.938716167,-1.833989438,-0.392781564,-0.11102812,1.120037315,4.694554152,-1.846349172,5.04778666,9.342405822,-0.329276227
claude-version,CE,043,A,7.0,12.0,2.913793,32.0,0.050238,0.682692,0.622951,6.0,1.0,0.695122,61.0,3.0,20.333333,1.552253478,3.657241403,-0.814191844,0.853297575,-1.694020852,0.509543307,1.108757679,1.120037315,0.180993771,-1.776985974,2.20827834,6.149075968,-0.700657572
claude-version,CE,043,B,7.0,10.0,2.866667,34.0,0.047778,0.695,0.650794,3.0,2.0,0.707317,63.0,3.0,21.0,1.552253478,2.552701702,-0.884959758,1.02413476,-1.742847103,0.596586293,1.34633906,0.135187105,0.933253835,-1.769528191,2.353894151,6.149075968,-0.647603071
claude-version,CE,043,C,6.0,6.0,3.253731,37.0,0.048563,0.725806,0.614286,6.0,1.0,0.792683,70.0,3.0,23.333333,1.091971935,0.343622301,-0.303715606,1.280390539,-1.727266369,0.814448351,1.034820148,1.120037315,0.180993771,-1.717323094,2.863549491,6.149075968,-0.461912438
claude-version,CE,044,A,12.0,7.0,3.425532,32.0,0.036442,0.473958,0.546392,7.0,2.0,0.559211,97.0,3.0,32.333333,3.853661197,0.895892151,-0.045726419,0.853297575,-1.967844818,-0.966637268,0.45548781,1.448320718,0.933253835,-1.860101582,4.829362943,6.149075968,0.254322961
claude-version,CE,044,B,14.0,8.0,3.28,34.0,0.0328,0.458824,0.524272,6.0,1.0,0.611842,103.0,3.0,34.333333,4.774224285,1.448162002,-0.264268117,1.02413476,-2.040131486,-1.073665911,0.266740184,1.120037315,0.180993771,-1.82791539,5.266210377,6.149075968,0.413486384
claude-version,CE,044,C,14.0,7.0,3.377358,38.0,0.031862,0.42807,0.46789,12.0,2.0,0.651316,109.0,3.0,36.333333,4.774224285,0.895892151,-0.118068088,1.365809131,-2.058748975,-1.291160222,-0.214361472,3.089737734,0.933253835,-1.803775287,5.703057811,6.149075968,0.572649806
claude-version,CE,045,A,9.0,5.0,4.037736,41.0,0.076184,0.601667,0.418182,6.0,0.0,0.671233,55.0,2.0,27.5,2.472816566,-0.208647549,0.873604738,1.62206491,-1.179042844,-0.063470821,-0.638514591,1.120037315,-0.571266292,-1.791595158,1.771430906,2.955746113,-0.130321949
claude-version,CE,045,B,9.0,6.0,3.666667,44.0,0.064327,0.554688,0.457627,8.0,2.0,0.712329,59.0,2.0,29.5,2.472816566,0.343622301,0.31637987,1.878320688,-1.414381403,-0.395709399,-0.301934568,1.776604121,0.933253835,-1.76646313,2.062662529,2.955746113,0.028841473
claude-version,CE,045,C,8.0,5.0,3.74,38.0,0.0748,0.667857,0.461538,8.0,0.0,0.643836,52.0,2.0,26.0,2.012535022,-0.208647549,0.426502168,1.365809131,-1.206512572,0.404629212,-0.268562418,1.776604121,-0.571266292,-1.808349639,1.553007189,2.955746113,-0.249694516
claude-version,CE,046,A,8.0,7.0,3.507463,21.0,0.05235,0.542647,0.428571,3.0,4.0,0.681319,70.0,3.0,23.333333,2.012535022,0.895892151,0.077307277,-0.086306946,-1.65210173,-0.480864143,-0.549866351,0.135187105,2.437773962,-1.785427121,2.863549491,6.149075968,-0.461912438
claude-version,CE,046,B,8.0,6.0,3.142857,21.0,0.044898,0.670312,0.452055,6.0,9.0,0.692308,73.0,3.0,24.333333,2.012535022,0.343622301,-0.470212268,-0.086306946,-1.800009543,0.421991133,-0.349479857,1.120037315,6.199074279,-1.77870686,3.081973208,6.149075968,-0.382330727
claude-version,CE,046,C,10.0,5.0,2.53125,18.0,0.039551,0.658333,0.422535,5.0,3.0,0.703297,71.0,7.0,10.142857,2.93309811,-0.208647549,-1.388646925,-0.342562725,-1.90613717,0.337274857,-0.601370902,0.791753912,1.685513898,-1.771986599,2.936357396,18.922395385,-1.511633089
claude-version,CE,047,A,7.0,9.0,4.612245,70.0,0.047064,0.690476,0.575758,5.0,3.0,0.743802,99.0,1.0,99.0,1.552253478,2.000431852,1.736330273,4.099204101,-1.757018625,0.564592267,0.70606479,0.791753912,1.685513898,-1.747215994,4.974978755,-0.237583741,5.559770395
claude-version,CE,047,B,11.0,7.0,4.330275,53.0,0.039727,0.589091,0.513514,0.0,10.0,0.834711,111.0,2.0,55.5,3.393379654,0.895892151,1.312903104,2.647088023,-1.90264391,-0.15240912,0.174943306,-0.849663104,6.951334342,-1.691621107,5.848673622,2.955746113,2.097965962
claude-version,CE,047,C,9.0,6.0,4.191919,38.0,0.042343,0.611702,0.544554,9.0,8.0,0.743802,101.0,2.0,50.5,2.472816566,0.343622301,1.105137422,1.365809131,-1.85072136,0.007497359,0.43980435,2.104887524,5.446814215,-1.747215994,5.120594566,2.955746113,1.700057406
claude-version,CE,048,A,12.0,7.0,3.018182,17.0,0.027438,0.697656,0.526316,6.0,9.0,0.602484,114.0,4.0,28.5,3.853661197,0.895892151,-0.657433541,-0.427981317,-2.146556834,0.615369699,0.284181421,1.120037315,6.199074279,-1.833638222,6.067097339,9.342405822,-0.050740238
claude-version,CE,048,B,13.0,9.0,3.268519,32.0,0.030264,0.635345,0.473214,6.0,4.0,0.614907,112.0,4.0,28.0,4.313942741,2.000431852,-0.281508843,0.853297575,-2.09046619,0.174702209,-0.168932342,1.120037315,2.437773962,-1.826041006,5.921481528,9.342405822,-0.090531093
claude-version,CE,048,C,17.0,9.0,3.341085,25.0,0.0259,0.638571,0.496241,6.0,8.0,0.732919,133.0,4.0,33.25,6.155068917,2.000431852,-0.172538328,0.255367425,-2.177083165,0.197516694,0.027554619,1.120037315,5.446814215,-1.753871432,7.450447547,9.342405822,0.32727289
claude-version,CE,049,A,11.0,8.0,3.120482,30.0,0.037596,0.471875,0.313953,12.0,12.0,0.882353,86.0,3.0,28.666667,3.393379654,1.448162002,-0.503812236,0.682460389,-1.944940146,-0.981368381,-1.52788965,3.089737734,8.455854469,-1.66248591,4.028475981,6.149075968,-0.037476593
claude-version,CE,049,B,10.0,6.0,3.0,22.0,0.043478,0.518966,0.333333,7.0,9.0,0.717647,72.0,3.0,24.0,2.93309811,0.343622301,-0.684736987,-0.000888353,-1.828193801,-0.648337732,-1.362522155,1.448320718,6.199074279,-1.763210937,3.009165302,6.149075968,-0.408857938
claude-version,CE,049,C,10.0,6.0,2.78125,15.0,0.043457,0.489286,0.362319,7.0,10.0,0.717647,69.0,5.0,13.8,2.93309811,0.343622301,-1.013228292,-0.598818503,-1.828610611,-0.858236644,-1.115187676,1.448320718,6.951334342,-1.763210937,2.790741585,12.535735676,-1.220591391
claude-version,CE,050,A,7.0,7.0,2.921875,22.0,0.045654,0.630303,0.492537,6.0,1.0,0.427481,67.0,3.0,22.333333,1.552253478,0.895892151,-0.80205531,-0.000888353,-1.785004403,0.139044854,-0.004051222,1.120037315,0.180993771,-1.940660322,2.645125774,6.149075968,-0.54149415
claude-version,CE,050,B,10.0,8.0,3.123596,41.0,0.035097,0.52766,0.336957,0.0,6.0,0.618321,92.0,3.0,30.666667,2.93309811,1.448162002,-0.499136021,1.62206491,-1.994540471,-0.586853192,-1.331598946,-0.849663104,3.942294088,-1.823953194,4.465323415,6.149075968,0.121686829
claude-version,CE,050,C,8.0,6.0,2.786667,25.0,0.037156,0.522093,0.384615,0.0,0.0,0.503817,78.0,3.0,26.0,2.012535022,0.343622301,-1.005093721,0.255367425,-1.953673296,-0.626223383,-0.92493826,-0.849663104,-0.571266292,-1.893977471,3.446012736,6.149075968,-0.249694516
claude-version,CE,051,A,9.0,5.0,3.183333,22.0,0.053056,0.714063,0.483871,10.0,0.0,0.561224,62.0,2.0,31.0,2.472816566,-0.208647549,-0.40943049,-0.000888353,-1.638088993,0.731401082,-0.077997286,2.433170927,-0.571266292,-1.858870543,2.281086246,2.955746113,0.14821404
claude-version,CE,051,B,8.0,5.0,3.180328,21.0,0.052137,0.772727,0.507937,10.0,2.0,0.571429,63.0,2.0,31.5,2.012535022,-0.208647549,-0.413943022,-0.086306946,-1.656329369,1.146276748,0.127355353,2.433170927,0.933253835,-1.852629733,2.353894151,2.955746113,0.188004895
claude-version,CE,051,C,9.0,5.0,3.275862,22.0,0.05648,0.761667,0.45,10.0,0.0,0.540816,60.0,2.0,30.0,2.472816566,-0.208647549,-0.270482047,-0.000888353,-1.570129203,1.068059701,-0.367014955,2.433170927,-0.571266292,-1.87135094,2.135470434,2.955746113,0.068632329
claude-version,CE,052,A,9.0,9.0,3.222222,34.0,0.035802,0.642222,0.56383,9.0,7.0,0.509317,94.0,4.0,23.5,2.472816566,2.000431852,-0.351031869,1.02413476,-1.980547582,0.223336806,0.604284424,2.104887524,4.694554152,-1.890613977,4.610939226,9.342405822,-0.448648793
claude-version,CE,052,B,12.0,7.0,3.073171,26.0,0.024985,0.614286,0.589147,12.0,7.0,0.708075,129.0,6.0,21.5,3.853661197,0.895892151,-0.57485796,0.340786018,-2.195244149,0.025771577,0.820311714,3.089737734,4.694554152,-1.76906464,7.159215924,15.729065531,-0.607812216
claude-version,CE,052,C,11.0,7.0,3.423729,33.0,0.029015,0.565217,0.609756,8.0,7.0,0.677019,123.0,5.0,24.6,3.393379654,0.895892151,-0.048433938,0.938716167,-2.115256429,-0.321247618,0.996166136,1.776604121,4.694554152,-1.788056762,6.72236849,12.535735676,-0.361108911
claude-version,CE,053,A,9.0,6.0,3.78481,29.0,0.047909,0.558974,0.536585,5.0,6.0,0.681818,82.0,3.0,27.333333,2.472816566,0.343622301,0.493792204,0.597041796,-1.740247006,-0.365398525,0.371805714,0.791753912,3.942294088,-1.785121961,3.737244359,6.149075968,-0.143585594
claude-version,CE,053,B,9.0,6.0,3.878049,27.0,0.047293,0.58,0.482353,9.0,7.0,0.709091,85.0,3.0,28.333333,2.472816566,0.343622301,0.633806836,0.426204611,-1.752473417,-0.21670127,-0.090950219,2.104887524,4.694554152,-1.768443311,3.955668076,6.149075968,-0.064003883
claude-version,CE,053,C,7.0,6.0,3.133333,24.0,0.041778,0.634286,0.538462,6.0,5.0,0.645455,78.0,3.0,26.0,1.552253478,0.343622301,-0.484514216,0.169948832,-1.861935519,0.167212892,0.387821957,1.120037315,3.190034025,-1.807359549,3.446012736,6.149075968,-0.249694516
claude-version,CE,054,A,12.0,8.0,3.178571,26.0,0.03784,0.591111,0.568182,6.0,1.0,0.637795,88.0,4.0,22.0,3.853661197,1.448162002,-0.416581464,0.340786018,-1.940097217,-0.138123548,0.641419581,1.120037315,0.180993771,-1.812043979,4.174091793,9.342405822,-0.56802136
claude-version,CE,054,B,12.0,8.0,2.847222,19.0,0.039545,0.711429,0.526316,6.0,1.0,0.543307,76.0,4.0,19.0,3.853661197,1.448162002,-0.914159819,-0.257144132,-1.906256258,0.712773261,0.284181421,1.120037315,0.180993771,-1.869827583,3.300396925,9.342405822,-0.806766493
claude-version,CE,054,C,10.0,8.0,3.255814,30.0,0.037858,0.641463,0.544444,6.0,3.0,0.645669,90.0,4.0,22.5,2.93309811,1.448162002,-0.300587618,0.682460389,-1.939739951,0.217969108,0.438865732,1.120037315,1.685513898,-1.807228678,4.319707604,9.342405822,-0.528230505
claude-version,CE,055,A,9.0,9.0,3.092593,28.0,0.05727,0.5125,0.571429,9.0,1.0,0.590909,56.0,2.0,28.0,2.472816566,2.000431852,-0.545692437,0.511623203,-1.554449229,-0.694065709,0.66912589,2.104887524,0.180993771,-1.840716848,1.844238812,2.955746113,-0.090531093
claude-version,CE,055,B,9.0,10.0,3.573529,30.0,0.052552,0.540278,0.514286,9.0,1.0,0.727273,70.0,2.0,35.0,2.472816566,2.552701702,0.176516907,0.682460389,-1.64809242,-0.497617867,0.1815307,2.104887524,0.180993771,-1.757324211,2.863549491,2.955746113,0.466540884
claude-version,CE,055,C,8.0,9.0,3.5,29.0,0.058333,0.48125,0.467742,8.0,2.0,0.636364,62.0,2.0,31.0,2.012535022,2.000431852,0.06610028,0.597041796,-1.533350731,-0.915067765,-0.215624341,1.776604121,0.933253835,-1.812919099,2.281086246,2.955746113,0.14821404
claude-version,CE,056,A,14.0,8.0,3.234568,29.0,0.039933,0.579545,0.416667,14.0,0.0,0.738318,84.0,3.0,28.0,4.774224285,1.448162002,-0.332492195,0.597041796,-1.898555207,-0.21991906,-0.651441926,3.74630454,-0.571266292,-1.750569704,3.88286017,6.149075968,-0.090531093
claude-version,CE,056,B,11.0,7.0,3.175,32.0,0.039688,0.544444,0.421687,8.0,0.0,0.719626,83.0,3.0,27.666667,3.393379654,0.895892151,-0.421943944,0.853297575,-1.903417984,-0.468155641,-0.608606796,1.776604121,-0.571266292,-1.762000691,3.810052264,6.149075968,-0.117058304
claude-version,CE,056,C,15.0,6.0,3.311111,34.0,0.03679,0.503125,0.365591,13.0,0.0,0.813084,93.0,3.0,31.0,5.234505829,0.343622301,-0.217549521,1.02413476,-1.960937689,-0.760366326,-1.087268045,3.418021137,-0.571266292,-1.704846977,4.538131321,6.149075968,0.14821404
claude-version,CE,057,A,10.0,6.0,3.529412,35.0,0.034602,0.586842,0.528302,2.0,5.0,0.712,106.0,4.0,26.5,2.93309811,0.343622301,0.110267532,1.109553353,-2.004365265,-0.168314196,0.301127749,-0.193096298,3.190034025,-1.766664329,5.484634094,9.342405822,-0.20990366
claude-version,CE,057,B,12.0,5.0,4.074074,35.0,0.037723,0.589831,0.491071,5.0,7.0,0.776,112.0,4.0,28.0,3.853661197,-0.208647549,0.928172587,1.109553353,-1.942419441,-0.147175792,-0.016560445,0.791753912,4.694554152,-1.727525489,5.921481528,9.342405822,-0.090531093
claude-version,CE,057,C,11.0,6.0,3.543689,33.0,0.034405,0.6,0.588785,2.0,6.0,0.72,107.0,4.0,26.75,3.393379654,0.343622301,0.131706939,0.938716167,-2.008275335,-0.075259955,0.817222806,-0.193096298,3.942294088,-1.761771974,5.557442,9.342405822,-0.190008232
claude-version,CE,058,A,9.0,6.0,3.037037,15.0,0.056241,0.526786,0.392857,12.0,2.0,0.536585,56.0,2.0,28.0,2.472816566,0.343622301,-0.629119467,-0.598818503,-1.574872892,-0.593034178,-0.854610144,3.089737734,0.933253835,-1.873938385,1.844238812,2.955746113,-0.090531093
