model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,training_accuracy,intercept,n_pairwise_observations,n_clusters,model_type
moonshotai__kimi-k2.5,max_dependency_distance,-0.187118,0.110602,-1.691806,0.090683,-0.403899,0.029663,False,0.63,0.340019,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,normalized_dependency_distance,-0.333769,0.157322,-2.121567,0.033874,-0.64212,-0.025418,True,0.63,0.340019,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,nominalization_ratio,-0.275621,0.091704,-3.005564,0.002651,-0.45536,-0.095882,True,0.63,0.340019,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,modifier_density,0.439793,0.107523,4.09024,4.3e-05,0.229049,0.650537,True,0.63,0.340019,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,coordination_count,-0.218011,0.096146,-2.267499,0.02336,-0.406457,-0.029565,True,0.63,0.340019,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,passive_count,0.009976,0.09792,0.101879,0.918853,-0.181948,0.2019,False,0.63,0.340019,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,sentence_compression_ratio,-0.392558,0.144971,-2.70784,0.006772,-0.676701,-0.108415,True,0.63,0.340019,600,200,feature_family_multivariate
openai__gpt-5.2,clause_count,0.213869,0.113003,1.89259,0.058412,-0.007618,0.435356,False,0.638333,-0.041399,600,200,feature_family_multivariate
openai__gpt-5.2,dependency_depth,-0.053256,0.100073,-0.532173,0.594606,-0.249399,0.142887,False,0.638333,-0.041399,600,200,feature_family_multivariate
openai__gpt-5.2,mean_dependency_distance,0.201147,0.147612,1.36267,0.172986,-0.088173,0.490467,False,0.638333,-0.041399,600,200,feature_family_multivariate
openai__gpt-5.2,max_dependency_distance,-0.10973,0.119723,-0.916529,0.35939,-0.344388,0.124928,False,0.638333,-0.041399,600,200,feature_family_multivariate
openai__gpt-5.2,normalized_dependency_distance,-0.265511,0.150626,-1.762716,0.077948,-0.560738,0.029716,False,0.638333,-0.041399,600,200,feature_family_multivariate
openai__gpt-5.2,nominalization_ratio,-0.293452,0.101954,-2.878285,0.003998,-0.493281,-0.093623,True,0.638333,-0.041399,600,200,feature_family_multivariate
openai__gpt-5.2,modifier_density,0.435791,0.104475,4.171241,3e-05,0.23102,0.640562,True,0.638333,-0.041399,600,200,feature_family_multivariate
openai__gpt-5.2,coordination_count,-0.401457,0.104565,-3.839321,0.000123,-0.606404,-0.19651,True,0.638333,-0.041399,600,200,feature_family_multivariate
openai__gpt-5.2,passive_count,0.125147,0.098658,1.268493,0.204622,-0.068223,0.318517,False,0.638333,-0.041399,600,200,feature_family_multivariate
openai__gpt-5.2,sentence_compression_ratio,-0.105809,0.138198,-0.765633,0.443895,-0.376677,0.165059,False,0.638333,-0.041399,600,200,feature_family_multivariate
