model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,training_accuracy,intercept,n_pairwise_observations,n_clusters,model_type
google__gemini-3-flash-preview,semantic_fidelity_score,0.012423,0.027592,0.450245,0.652534,-0.041657,0.066503,False,0.63,-0.42193,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,forward_entailment,-0.068989,0.022959,-3.004885,0.002657,-0.113989,-0.023989,True,0.593333,0.329304,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,forward_neutral,0.096011,0.027775,3.456777,0.000547,0.041573,0.150449,True,0.593333,0.329304,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,forward_contradiction,-0.265472,0.140047,-1.895586,0.058015,-0.539965,0.009021,False,0.593333,0.329304,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,backward_entailment,0.287073,0.06271,4.577789,5e-06,0.164161,0.409985,True,0.593333,0.329304,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,backward_neutral,-0.410868,0.075373,-5.451141,0.0,-0.558599,-0.263137,True,0.593333,0.329304,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,backward_contradiction,0.322015,0.081442,3.953901,7.7e-05,0.162388,0.481642,True,0.593333,0.329304,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,bidirectional_entailment,0.035327,0.05196,0.679883,0.496579,-0.066515,0.137169,False,0.593333,0.329304,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,nli_boundary_risk,0.068985,0.022959,3.004698,0.002658,0.023985,0.113985,True,0.593333,0.329304,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,nli_omission_risk,-0.287067,0.06271,-4.577669,5e-06,-0.409979,-0.164155,True,0.593333,0.329304,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,nli_contradiction_risk,-0.027731,0.061915,-0.447891,0.654232,-0.149084,0.093622,False,0.593333,0.329304,600,200,feature_family_multivariate
moonshotai__kimi-k2.5,semantic_fidelity_score,0.059217,0.022337,2.651071,0.008024,0.015436,0.102998,True,0.593333,0.329304,600,200,feature_family_multivariate
openai__gpt-5.2,forward_entailment,-0.026499,0.02915,-0.909049,0.363324,-0.083634,0.030636,False,0.555,-0.037558,600,200,feature_family_multivariate
openai__gpt-5.2,forward_neutral,0.058124,0.034901,1.66541,0.095831,-0.010281,0.126529,False,0.555,-0.037558,600,200,feature_family_multivariate
openai__gpt-5.2,forward_contradiction,-0.318981,0.185506,-1.719521,0.08552,-0.682572,0.04461,False,0.555,-0.037558,600,200,feature_family_multivariate
openai__gpt-5.2,backward_entailment,0.276584,0.05495,5.033369,0.0,0.168882,0.384286,True,0.555,-0.037558,600,200,feature_family_multivariate
openai__gpt-5.2,backward_neutral,-0.372421,0.064736,-5.752938,0.0,-0.499303,-0.245539,True,0.555,-0.037558,600,200,feature_family_multivariate
openai__gpt-5.2,backward_contradiction,0.239809,0.094111,2.548144,0.01083,0.055351,0.424267,True,0.555,-0.037558,600,200,feature_family_multivariate
openai__gpt-5.2,bidirectional_entailment,0.121977,0.089292,1.366044,0.171925,-0.053036,0.29699,False,0.555,-0.037558,600,200,feature_family_multivariate
openai__gpt-5.2,nli_boundary_risk,0.026494,0.02915,0.908879,0.363414,-0.03064,0.083628,False,0.555,-0.037558,600,200,feature_family_multivariate
openai__gpt-5.2,nli_omission_risk,-0.276572,0.05495,-5.033136,0.0,-0.384274,-0.16887,True,0.555,-0.037558,600,200,feature_family_multivariate
openai__gpt-5.2,nli_contradiction_risk,-0.090461,0.070772,-1.278207,0.201176,-0.229174,0.048252,False,0.555,-0.037558,600,200,feature_family_multivariate
openai__gpt-5.2,semantic_fidelity_score,0.106854,0.02753,3.881375,0.000104,0.052895,0.160813,True,0.555,-0.037558,600,200,feature_family_multivariate
