version,direction,id,candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_or_beishi_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
claude-version,EC,074,A,19.0,5.0,3.659091,24.0,0.041581,0.45443,0.336957,6.0,1.0,1.77381,92.0,4.0,23.0,6.644356325,0.516414992,-0.163269743,0.428451812,-2.495684164,-0.4241111,-0.075991041,1.632345359,0.552788273,-1.938270446,6.186611587,29.461345316,-0.417781391
claude-version,EC,074,B,16.0,6.0,5.428571,27.0,0.059655,0.445,0.326316,5.0,3.0,1.714286,95.0,4.0,23.75,5.28156053,1.384631187,1.497662845,0.734853584,-2.107482772,-0.502002558,-0.177958609,1.251987134,2.924252336,-1.954240128,6.474464501,29.461345316,-0.345615185
claude-version,EC,074,C,20.0,7.0,4.72549,32.0,0.046328,0.464943,0.358491,8.0,3.0,1.916667,106.0,4.0,26.5,7.09862159,2.252847381,0.837711817,1.245523204,-2.393725992,-0.337274101,0.130358891,2.39306181,2.924252336,-1.899943369,7.529925186,29.461345316,-0.081005764
claude-version,EC,075,A,13.0,6.0,4.573333,28.0,0.060978,0.516406,0.272727,0.0,3.0,1.730159,77.0,2.0,38.5,3.918764735,1.384631187,0.694888773,0.836987508,-2.079066791,0.087808412,-0.69147614,-0.649803992,2.924252336,-1.949981564,4.747347017,9.75475982,1.073653528
claude-version,EC,075,B,8.0,8.0,3.62963,36.0,0.04481,0.493939,0.301205,0.0,6.0,1.857143,83.0,2.0,41.5,1.64743841,3.121063576,-0.19092348,1.654058901,-2.42633027,-0.097768193,-0.418585206,-0.649803992,6.48144843,-1.915913051,5.323052845,9.75475982,1.36231835
claude-version,EC,075,C,10.0,7.0,4.8,37.0,0.056471,0.527273,0.344828,0.0,4.0,1.825397,87.0,2.0,43.5,2.55596894,2.252847381,0.907651057,1.756192825,-2.175870137,0.177569437,-0.000567045,-0.649803992,4.109984367,-1.924430179,5.706856731,9.75475982,1.554761566
claude-version,EC,076,A,12.0,6.0,4.58427,31.0,0.051509,0.486364,0.417582,3.0,3.0,1.942029,91.0,2.0,45.5,3.46449947,1.384631187,0.705154851,1.14338928,-2.282446175,-0.160337419,0.696599433,0.491270684,2.924252336,-1.893139003,6.090660616,9.75475982,1.747204781
claude-version,EC,076,B,11.0,6.0,4.064935,28.0,0.052791,0.523529,0.455696,3.0,2.0,1.608696,79.0,2.0,39.5,3.010234205,1.384631187,0.217678064,0.836987508,-2.25491081,0.146644133,1.061827505,0.491270684,1.738520305,-1.982568849,4.93924896,9.75475982,1.169875135
claude-version,EC,076,C,14.0,6.0,4.033708,31.0,0.045323,0.463636,0.395604,4.0,1.0,1.768116,91.0,2.0,45.5,4.37303,1.384631187,0.188366661,1.14338928,-2.415311828,-0.348069874,0.485994863,0.871628909,0.552788273,-1.939798088,6.090660616,9.75475982,1.747204781
claude-version,EC,077,A,14.0,5.0,3.633333,29.0,0.060556,0.52,0.322581,21.0,2.0,1.649123,62.0,2.0,31.0,4.37303,0.516414992,-0.187447638,0.939121432,-2.088130694,0.117494721,-0.213749312,7.337718737,1.738520305,-1.971722697,3.308082448,9.75475982,0.35199147
claude-version,EC,077,B,15.0,5.0,3.911765,30.0,0.057526,0.544643,0.328571,20.0,5.0,1.877193,70.0,2.0,35.0,4.827295265,0.516414992,0.073904162,1.041255356,-2.153210379,0.321045007,-0.156350032,6.957360512,5.295716399,-1.910533841,4.075690218,9.75475982,0.736877901
claude-version,EC,077,C,15.0,6.0,4.753425,34.0,0.065115,0.526271,0.373333,20.0,4.0,1.947368,75.0,2.0,37.5,4.827295265,1.384631187,0.863933166,1.449791053,-1.990210469,0.169292954,0.272582616,6.957360512,4.109984367,-1.891706603,4.555445075,9.75475982,0.97743192
claude-version,EC,078,A,14.0,6.0,4.270833,35.0,0.044488,0.428916,0.40404,0.0,4.0,1.662338,99.0,3.0,33.0,4.37303,1.384631187,0.410945407,1.551924977,-2.433246328,-0.634855815,0.566832981,-0.649803992,4.109984367,-1.968177247,6.858268386,19.608052568,0.544434686
claude-version,EC,078,B,13.0,7.0,4.093023,32.0,0.047593,0.368116,0.303371,0.0,2.0,1.454545,89.0,3.0,29.666667,3.918764735,2.252847381,0.244043027,1.245523204,-2.366555761,-1.137061609,-0.397829474,-0.649803992,1.738520305,-2.023925991,5.898758673,19.608052568,0.223696025
claude-version,EC,078,C,15.0,7.0,4.131868,58.0,0.045405,0.410526,0.354839,0.0,3.0,1.545455,93.0,2.0,46.5,4.827295265,2.252847381,0.28050511,3.901005231,-2.413550596,-0.786756547,0.095363537,-0.649803992,2.924252336,-1.999535765,6.282562558,9.75475982,1.843426389
claude-version,EC,079,A,14.0,4.0,3.131868,17.0,0.034416,0.464744,0.395833,7.0,2.0,1.84058,96.0,5.0,19.2,4.37303,-0.351801202,-0.658150647,-0.286485657,-2.649577214,-0.338917834,0.48818926,2.012703584,1.738520305,-1.920356735,6.570415472,39.314638064,-0.7834235
claude-version,EC,079,B,16.0,4.0,3.270833,25.0,0.034071,0.553247,0.41,5.0,0.0,2.028986,100.0,4.0,25.0,5.28156053,-0.351801202,-0.527710349,0.530585736,-2.656987277,0.392113735,0.623944785,1.251987134,-0.632943758,-1.869809326,6.954219358,29.461345316,-0.225338176
claude-version,EC,079,C,18.0,5.0,3.637363,30.0,0.039971,0.482895,0.347368,7.0,2.0,1.826087,95.0,4.0,23.75,6.19009106,0.516414992,-0.183664855,1.041255356,-2.530264459,-0.188991233,0.023772549,2.012703584,1.738520305,-1.924245059,6.474464501,29.461345316,-0.345615185
claude-version,EC,080,A,15.0,7.0,5.168831,37.0,0.067128,0.53,0.367089,10.0,0.0,2.1,79.0,2.0,39.5,4.827295265,2.252847381,1.253856399,1.756192825,-1.946974362,0.200094359,0.212749377,3.15377826,-0.632943758,-1.850756993,4.93924896,9.75475982,1.169875135
claude-version,EC,080,B,15.0,6.0,5.3875,31.0,0.067344,0.558955,0.378049,7.0,0.0,2.133333,82.0,2.0,41.0,4.827295265,1.384631187,1.459111314,1.14338928,-1.942335018,0.439261608,0.317773768,2.012703584,-0.632943758,-1.841814089,5.227101874,9.75475982,1.314207547
claude-version,EC,080,C,14.0,5.0,4.081081,31.0,0.05515,0.582258,0.337662,3.0,0.0,2.033333,77.0,3.0,25.666667,4.37303,0.516414992,0.2328336,1.14338928,-2.204243161,0.631743543,-0.069235366,0.491270684,-0.632943758,-1.86864307,4.747347017,19.608052568,-0.161190405
claude-version,EC,081,A,13.0,5.0,4.046512,29.0,0.047052,0.433562,0.393258,0.0,5.0,1.90625,89.0,3.0,29.666667,3.918764735,0.516414992,0.200385209,0.939121432,-2.378175599,-0.596480023,0.463514277,-0.649803992,5.295716399,-1.902738144,5.898758673,19.608052568,0.223696025
claude-version,EC,081,B,11.0,6.0,4.382979,32.0,0.046627,0.48481,0.484536,0.0,5.0,2.140625,97.0,3.0,32.333333,3.010234205,1.384631187,0.516211895,1.245523204,-2.387303937,-0.173173402,1.33818731,-0.649803992,5.295716399,-1.83985772,6.666366444,19.608052568,0.480286915
claude-version,EC,081,C,13.0,8.0,3.8,33.0,0.042222,0.483553,0.44086,3.0,6.0,2.078125,93.0,3.0,31.0,3.918764735,3.121063576,-0.031004699,1.347657129,-2.481916482,-0.183556177,0.919661275,0.491270684,6.48144843,-1.856625833,6.282562558,19.608052568,0.35199147
claude-version,EC,082,A,11.0,6.0,4.031746,31.0,0.063996,0.487736,0.338462,0.0,6.0,1.02381,65.0,2.0,32.5,3.010234205,1.384631187,0.186525018,1.14338928,-2.014244848,-0.149004748,-0.061569352,-0.649803992,6.48144843,-2.139487801,3.595935362,9.75475982,0.496323882
claude-version,EC,082,B,13.0,5.0,5.0625,31.0,0.079102,0.451818,0.378788,0.0,6.0,1.02381,66.0,2.0,33.0,3.918764735,0.516414992,1.154048193,1.14338928,-1.689791476,-0.445686125,0.324855249,-0.649803992,6.48144843,-2.139487801,3.691886333,9.75475982,0.544434686
claude-version,EC,082,C,10.0,6.0,4.728571,36.0,0.067551,0.459836,0.375,0.0,8.0,1.166667,72.0,2.0,36.0,2.55596894,1.384631187,0.840603815,1.654058901,-1.93788898,-0.379457736,0.288556673,-0.649803992,8.852912493,-2.101160724,4.267592161,9.75475982,0.833099508
claude-version,EC,083,A,10.0,6.0,3.842857,21.0,0.054898,0.430833,0.39726,2.0,1.0,1.414286,73.0,3.0,24.333333,2.55596894,1.384631187,0.009223271,0.122050039,-2.209655729,-0.619021464,0.501863512,0.110912458,0.552788273,-2.03472707,4.363543132,19.608052568,-0.289485946
claude-version,EC,083,B,9.0,5.0,4.072464,21.0,0.059021,0.429508,0.458333,2.0,0.0,1.342857,72.0,3.0,24.0,2.101703675,0.516414992,0.224745203,0.122050039,-2.121100105,-0.629965916,1.087096604,0.110912458,-0.632943758,-2.053890743,4.267592161,19.608052568,-0.321559783
claude-version,EC,083,C,10.0,5.0,3.694444,19.0,0.051312,0.413934,0.426667,0.0,1.0,1.485714,75.0,3.0,25.0,2.55596894,0.516414992,-0.130085446,-0.082217809,-2.286677428,-0.758606591,0.783656604,-0.649803992,0.552788273,-2.015563666,4.555445075,19.608052568,-0.225338176
claude-version,EC,084,A,8.0,7.0,4.926829,37.0,0.060083,0.402027,0.388235,0.0,5.0,1.608108,85.0,3.0,28.333333,1.64743841,2.252847381,1.026699828,1.756192825,-2.098289998,-0.856957979,0.415381292,-0.649803992,5.295716399,-1.982726603,5.514954788,19.608052568,0.095400484
claude-version,EC,084,B,11.0,6.0,5.197531,36.0,0.064167,0.413158,0.357143,0.0,5.0,1.635135,84.0,3.0,28.0,3.010234205,1.384631187,1.280795819,1.654058901,-2.010572034,-0.765016323,0.117441658,-0.649803992,5.295716399,-1.975475535,5.419003817,19.608052568,0.063326647
claude-version,EC,084,C,12.0,5.0,3.871795,29.0,0.049638,0.4125,0.37037,2.0,5.0,1.513514,81.0,3.0,27.0,3.46449947,0.516414992,0.036386091,0.939121432,-2.322632343,-0.770451379,0.244189617,0.110912458,5.295716399,-2.008105209,5.131150903,19.608052568,-0.03289496
claude-version,EC,085,A,15.0,6.0,5.228916,44.0,0.062999,0.481343,0.352941,7.0,0.0,1.547945,85.0,2.0,42.5,4.827295265,1.384631187,1.31025553,2.471130294,-2.035658856,-0.201810696,0.077175919,2.012703584,-0.632943758,-1.998867723,5.514954788,9.75475982,1.458539958
claude-version,EC,085,B,14.0,6.0,6.097222,37.0,0.084684,0.506557,0.364865,5.0,1.0,1.342466,74.0,2.0,37.0,4.37303,1.384631187,2.125295955,1.756192825,-1.569898803,0.006456029,0.191437858,1.251987134,0.552788273,-2.053995644,4.459494104,9.75475982,0.929321116
claude-version,EC,085,C,14.0,5.0,6.418605,47.0,0.074635,0.44403,0.306818,4.0,1.0,1.520548,88.0,2.0,44.0,4.37303,0.516414992,2.426963958,2.777532066,-1.785735684,-0.510014723,-0.364798536,0.871628909,0.552788273,-2.006218059,5.802807702,9.75475982,1.60287237
claude-version,EC,086,A,10.0,6.0,4.011364,29.0,0.045584,0.547222,0.494505,1.0,2.0,2.0,91.0,3.0,30.333333,2.55596894,1.384631187,0.167393336,0.939121432,-2.409705954,0.342347454,1.433715427,-0.269445767,1.738520305,-1.877585974,6.090660616,19.608052568,0.2878437
claude-version,EC,086,B,9.0,5.0,5.319444,30.0,0.073881,0.514516,0.405405,1.0,3.0,1.692308,74.0,2.0,37.0,2.101703675,0.516414992,1.395230158,1.041255356,-1.801930431,0.07219708,0.579913117,-0.269445767,2.924252336,-1.960136602,4.459494104,9.75475982,0.929321116
claude-version,EC,086,C,12.0,5.0,4.357143,40.0,0.051871,0.563194,0.453488,1.0,2.0,1.969231,86.0,2.0,43.0,3.46449947,0.516414992,0.491960785,2.062594597,-2.274670978,0.474275594,1.040669306,-0.269445767,1.738520305,-1.885840983,5.610905759,9.75475982,1.506650762
claude-version,EC,087,A,27.0,5.0,3.868421,30.0,0.033934,0.421845,0.305085,7.0,3.0,1.669903,118.0,4.0,29.5,10.278478444,0.516414992,0.033219067,1.041255356,-2.659929824,-0.693262018,-0.381405039,2.012703584,2.924252336,-1.966147635,8.681336841,29.461345316,0.207659059
claude-version,EC,087,B,18.0,5.0,3.765306,36.0,0.038421,0.47069,0.421569,6.0,10.0,1.475728,102.0,4.0,25.5,6.19009106,0.516414992,-0.063570422,1.654058901,-2.563556047,-0.28980409,0.73480493,1.632345359,11.224376556,-2.018242808,7.1461213,29.461345316,-0.177227372
claude-version,EC,087,C,25.0,6.0,3.764706,32.0,0.031636,0.388571,0.317073,7.0,6.0,1.76699,123.0,4.0,30.75,9.369947914,1.384631187,-0.064133615,1.245523204,-2.709287288,-0.968104051,-0.266529819,2.012703584,6.48144843,-1.940100182,9.161091698,29.461345316,0.327936068
claude-version,EC,088,A,13.0,7.0,4.666667,32.0,0.077778,0.409434,0.349206,1.0,3.0,1.295082,63.0,3.0,21.0,3.918764735,2.252847381,0.782497269,1.245523204,-1.718228936,-0.795776428,0.041385216,-0.269445767,2.924252336,-2.066708289,3.404033419,19.608052568,-0.610224606
claude-version,EC,088,B,10.0,5.0,5.704225,39.0,0.080341,0.494737,0.410959,0.0,1.0,1.360656,73.0,2.0,36.5,2.55596894,0.516414992,1.756407059,1.960460673,-1.663179684,-0.091176742,0.633134419,-0.649803992,0.552788273,-2.049115453,4.363543132,9.75475982,0.881210312
claude-version,EC,088,C,12.0,6.0,4.865672,38.0,0.072622,0.42807,0.385714,0.0,4.0,1.459016,70.0,3.0,23.333333,3.46449947,1.384631187,0.969294458,1.858326749,-1.828971792,-0.641843744,0.391223765,-0.649803992,4.109984367,-2.022726467,4.075690218,19.608052568,-0.385707554
claude-version,EC,089,A,11.0,5.0,6.107527,79.0,0.065672,0.471127,0.351064,0.0,3.0,1.373494,94.0,1.0,94.0,3.010234205,0.516414992,2.134968802,6.045817637,-1.978246976,-0.286194486,0.059189534,-0.649803992,2.924252336,-2.045671148,6.37851353,-0.098532927,6.413952752
claude-version,EC,089,B,9.0,5.0,4.77907,35.0,0.055571,0.394697,0.329545,0.0,3.0,1.216867,88.0,2.0,44.0,2.101703675,0.516414992,0.888004992,1.551924977,-2.195200736,-0.917503513,-0.14701666,-0.649803992,2.924252336,-2.087692576,5.802807702,9.75475982,1.60287237
claude-version,EC,089,C,9.0,5.0,4.043956,37.0,0.044439,0.465972,0.365591,1.0,3.0,1.325301,93.0,2.0,46.5,2.101703675,0.516414992,0.197986005,1.756192825,-2.434298772,-0.328774599,0.198394765,-0.269445767,2.924252336,-2.058600839,6.282562558,9.75475982,1.843426389
claude-version,EC,090,A,10.0,5.0,4.45679,28.0,0.055022,0.53169,0.369048,5.0,0.0,1.95082,84.0,3.0,28.0,2.55596894,0.516414992,0.585495015,0.836987508,-2.206992402,0.214053697,0.231521528,1.251987134,-0.632943758,-1.890780467,5.419003817,19.608052568,0.063326647
claude-version,EC,090,B,9.0,5.0,3.865672,18.0,0.057697,0.47377,0.3,3.0,2.0,1.622951,70.0,3.0,23.333333,2.101703675,0.516414992,0.030638702,-0.184351733,-2.149537565,-0.264363402,-0.43013214,0.491270684,1.738520305,-1.978744378,4.075690218,19.608052568,-0.385707554
claude-version,EC,090,C,7.0,6.0,4.10989,18.0,0.045164,0.505625,0.457447,4.0,0.0,2.147541,94.0,3.0,31.333333,1.193173145,1.384631187,0.259875333,-0.184351733,-2.4187269,-0.001242257,1.078606493,0.871628909,-0.632943758,-1.838002228,6.37851353,19.608052568,0.384065307
claude-version,EC,091,A,15.0,7.0,4.2875,28.0,0.053594,0.448507,0.409639,2.0,1.0,1.533333,83.0,3.0,27.666667,4.827295265,2.252847381,0.426589982,0.836987508,-2.23766362,-0.473034865,0.620485496,0.110912458,0.552788273,-2.002787974,5.323052845,19.608052568,0.03125281
claude-version,EC,091,B,13.0,5.0,4.360465,29.0,0.050703,0.388514,0.359551,2.0,2.0,1.6,89.0,3.0,29.666667,3.918764735,0.516414992,0.495079,0.939121432,-2.2997578,-0.968574869,0.14051636,0.110912458,1.738520305,-1.984901897,5.898758673,19.608052568,0.223696025
claude-version,EC,091,C,12.0,7.0,4.926829,34.0,0.060083,0.408088,0.4,2.0,2.0,1.52,85.0,3.0,28.333333,3.46449947,2.252847381,1.026699828,1.449791053,-2.098289998,-0.806894339,0.52811961,0.110912458,1.738520305,-2.006365082,5.514954788,19.608052568,0.095400484
claude-version,EC,092,A,16.0,6.0,4.097561,37.0,0.04997,0.540909,0.294118,11.0,2.0,2.188679,85.0,3.0,28.333333,5.28156053,1.384631187,0.248302647,1.756192825,-2.3155015,0.290202303,-0.486496508,3.534136485,1.738520305,-1.826965322,5.514954788,19.608052568,0.095400484
claude-version,EC,092,B,17.0,6.0,4.891566,41.0,0.058935,0.426087,0.305882,12.0,5.0,2.150943,85.0,2.0,42.5,5.735825795,1.384631187,0.99360001,2.164728521,-2.122947251,-0.658223252,-0.373767772,3.91449471,5.295716399,-1.837089506,5.514954788,9.75475982,1.458539958
claude-version,EC,092,C,14.0,6.0,4.384615,26.0,0.056213,0.528333,0.3,12.0,3.0,1.962264,80.0,2.0,40.0,4.37303,1.384631187,0.517747536,0.63271966,-2.181411575,0.186324999,-0.43013214,3.91449471,2.924252336,-1.887710158,5.035199931,9.75475982,1.217985939
claude-version,EC,093,A,9.0,6.0,5.703704,45.0,0.070416,0.541538,0.421687,1.0,1.0,1.870968,83.0,2.0,41.5,2.101703675,1.384631187,1.755918019,2.573264218,-1.876353239,0.29539782,0.735935667,-0.269445767,0.552788273,-1.912203945,5.323052845,9.75475982,1.36231835
claude-version,EC,093,B,7.0,5.0,4.144578,23.0,0.049935,0.49403,0.435294,0.0,3.0,1.854839,85.0,2.0,42.5,1.193173145,0.516414992,0.292435424,0.326317888,-2.316253245,-0.097016537,0.866324983,-0.649803992,2.924252336,-1.916531191,5.514954788,9.75475982,1.458539958
claude-version,EC,093,C,9.0,6.0,5.011364,48.0,0.056947,0.471622,0.433333,1.0,3.0,1.951613,90.0,2.0,45.0,2.101703675,1.384631187,1.106049093,2.87966599,-2.165646398,-0.282105804,0.847533666,-0.269445767,2.924252336,-1.890567713,5.994709645,9.75475982,1.699093977
claude-version,EC,094,A,20.0,7.0,5.201923,54.0,0.050018,0.440556,0.301887,11.0,1.0,1.776471,106.0,2.0,53.0,7.09862159,2.252847381,1.284918395,3.492469535,-2.314470534,-0.538709837,-0.41204993,3.534136485,0.552788273,-1.937556527,7.529925186,9.75475982,2.468866838
claude-version,EC,094,B,16.0,7.0,5.00885,43.0,0.044326,0.403922,0.396552,8.0,2.0,1.929412,116.0,3.0,38.666667,5.28156053,2.252847381,1.103689312,2.36899637,-2.436725836,-0.841305348,0.49507909,2.39306181,1.738520305,-1.896524015,8.489434899,19.608052568,1.089690494
claude-version,EC,094,C,16.0,6.0,4.757576,52.0,0.048056,0.438824,0.435644,8.0,3.0,1.694118,101.0,2.0,50.5,5.28156053,1.384631187,0.867829526,3.288201686,-2.356611241,-0.553016094,0.869678864,2.39306181,2.924252336,-1.959650997,7.050170329,9.75475982,2.228312819
claude-version,EC,095,A,16.0,6.0,4.481481,36.0,0.033196,0.446154,0.402878,0.0,4.0,1.714286,139.0,4.0,34.75,5.28156053,1.384631187,0.608671365,1.654058901,-2.675780915,-0.49247056,0.555698096,-0.649803992,4.109984367,-1.954240128,10.696307239,29.461345316,0.712822499
claude-version,EC,095,B,16.0,5.0,4.203252,34.0,0.034173,0.421905,0.375,1.0,4.0,1.466667,128.0,5.0,25.6,5.28156053,0.516414992,0.347510112,1.449791053,-2.654796476,-0.69276642,0.288556673,-0.269445767,4.109984367,-2.020673782,9.640846554,39.314638064,-0.167605211
claude-version,EC,095,C,16.0,6.0,4.196721,36.0,0.034399,0.464423,0.412698,2.0,4.0,1.552381,126.0,4.0,31.5,5.28156053,1.384631187,0.341379751,1.654058901,-2.649942348,-0.341569283,0.649798417,0.110912458,4.109984367,-1.99767759,9.448944612,29.461345316,0.400102274
claude-version,EC,096,A,9.0,6.0,4.761364,31.0,0.054106,0.496575,0.417582,0.0,1.0,1.421687,91.0,3.0,30.333333,2.101703675,1.384631187,0.871385154,1.14338928,-2.226666656,-0.075994929,0.696599433,-0.649803992,0.552788273,-2.032741458,6.090660616,19.608052568,0.2878437
claude-version,EC,096,B,8.0,5.0,3.743243,21.0,0.050584,0.477344,0.38961,0.0,1.0,1.253012,77.0,3.0,25.666667,1.64743841,0.516414992,-0.084279984,0.122050039,-2.302313735,-0.234842291,0.428557253,-0.649803992,0.552788273,-2.077995241,4.747347017,19.608052568,-0.161190405
claude-version,EC,096,C,11.0,5.0,3.708333,22.0,0.051505,0.506349,0.44,0.0,1.0,1.156627,75.0,3.0,25.0,3.010234205,0.516414992,-0.117048456,0.224183963,-2.282532089,0.004737956,0.91142031,-0.649803992,0.552788273,-2.103854354,4.555445075,19.608052568,-0.225338176
claude-version,EC,097,A,11.0,5.0,4.421875,19.0,0.069092,0.590741,0.378788,4.0,2.0,1.575758,66.0,2.0,33.0,3.010234205,0.516414992,0.55272185,-0.082217809,-1.904790698,0.701812815,0.324855249,0.871628909,1.738520305,-1.991405779,3.691886333,9.75475982,0.544434686
claude-version,EC,097,B,15.0,7.0,4.046875,30.0,0.063232,0.489474,0.409091,2.0,3.0,1.515152,66.0,2.0,33.0,4.827295265,2.252847381,0.200725941,1.041255356,-2.030654379,-0.134648931,0.615234277,0.110912458,2.924252336,-2.007665751,3.691886333,9.75475982,0.544434686
claude-version,EC,097,C,12.0,5.0,3.566667,20.0,0.059444,0.519811,0.354839,5.0,2.0,1.5,62.0,2.0,31.0,3.46449947,0.516414992,-0.250024062,0.019916115,-2.112014724,0.115933588,0.095363537,1.251987134,1.738520305,-2.011730878,3.308082448,9.75475982,0.35199147
claude-version,EC,098,A,11.0,4.0,3.641026,24.0,0.04668,0.518939,0.402439,4.0,1.0,1.707692,82.0,4.0,20.5,3.010234205,-0.351801202,-0.180226559,0.428451812,-2.38616558,0.1087309,0.55149137,0.871628909,0.552788273,-1.956009231,5.227101874,29.461345316,-0.65833541
claude-version,EC,098,B,8.0,5.0,4.43617,43.0,0.047193,0.511728,0.350515,4.0,1.0,1.969231,97.0,3.0,32.333333,1.64743841,0.516414992,0.566139934,2.36899637,-2.375147138,0.049168301,0.053928732,0.871628909,0.552788273,-1.885840983,6.666366444,19.608052568,0.480286915
claude-version,EC,098,C,10.0,5.0,4.263889,40.0,0.059221,0.517213,0.32,3.0,1.0,1.476923,75.0,3.0,25.0,2.55596894,0.516414992,0.404427381,2.062594597,-2.116804417,0.094474202,-0.23848179,0.491270684,0.552788273,-2.017922202,4.555445075,19.608052568,-0.225338176
claude-version,EC,099,A,15.0,5.0,3.708333,21.0,0.038628,0.47987,0.36,3.0,2.0,1.710526,100.0,4.0,25.0,4.827295265,0.516414992,-0.117048456,0.122050039,-2.559110009,-0.213977623,0.14481891,0.491270684,1.738520305,-1.955248898,6.954219358,29.461345316,-0.225338176
claude-version,EC,099,B,17.0,5.0,4.350515,29.0,0.044851,0.45241,0.34,6.0,6.0,1.763158,100.0,3.0,33.333333,5.735825795,0.516414992,0.485739375,0.939121432,-2.425449653,-0.440796227,-0.04683144,1.632345359,6.48144843,-1.941128269,6.954219358,19.608052568,0.576508523
claude-version,EC,099,C,21.0,7.0,3.847619,28.0,0.036644,0.451205,0.229358,5.0,6.0,1.802632,109.0,4.0,27.25,7.552886855,2.252847381,0.01369315,0.836987508,-2.601723241,-0.450749483,-1.107060341,1.251987134,6.48144843,-1.930537797,7.8177781,29.461345316,-0.008839558
claude-version,EC,100,A,9.0,5.0,5.327273,31.0,0.09686,0.636364,0.350877,8.0,1.0,1.377049,57.0,2.0,28.5,2.101703675,0.516414992,1.402578894,1.14338928,-1.308377272,1.07865714,0.057397603,2.39306181,0.552788273,-2.044717378,2.828327591,9.75475982,0.111437451
claude-version,EC,100,B,12.0,7.0,5.815385,37.0,0.089467,0.482407,0.283582,14.0,1.0,1.639344,67.0,2.0,33.5,3.46449947,2.252847381,1.860748032,1.756192825,-1.467167407,-0.193022095,-0.587457912,4.675211161,0.552788273,-1.974346303,3.787837304,9.75475982,0.592545489
claude-version,EC,100,C,12.0,5.0,5.78125,38.0,0.090332,0.648113,0.409091,7.0,1.0,1.606557,66.0,2.0,33.0,3.46449947,0.516414992,1.828707018,1.858326749,-1.448588553,1.175703454,0.615234277,2.012703584,0.552788273,-1.983142721,3.691886333,9.75475982,0.544434686
claude-version,EC,101,A,5.0,5.0,3.214286,15.0,0.076531,0.524324,0.272727,0.0,0.0,1.27451,44.0,2.0,22.0,0.284642615,0.516414992,-0.580788516,-0.490753505,-1.745012555,0.153210804,-0.69147614,-0.649803992,-0.632943758,-2.072227547,1.580964964,9.75475982,-0.514002998
claude-version,EC,101,B,5.0,5.0,4.736842,31.0,0.083102,0.655263,0.559322,0.0,0.0,1.607843,59.0,2.0,29.5,0.284642615,0.516414992,0.848367437,1.14338928,-1.603877701,1.234762194,2.054825464,-0.649803992,-0.632943758,-1.9827977,3.020229534,9.75475982,0.207659059
claude-version,EC,101,C,5.0,5.0,4.765957,30.0,0.101403,0.575758,0.395833,0.0,1.0,1.313725,48.0,1.0,48.0,0.284642615,0.516414992,0.8756964,1.041255356,-1.210800702,0.578053779,0.48818926,-0.649803992,0.552788273,-2.061706562,1.964768849,-0.098532927,1.9877588
claude-version,EC,102,A,19.0,5.0,3.951923,29.0,0.037999,0.408333,0.398148,2.0,2.0,1.582418,108.0,4.0,27.0,6.644356325,0.516414992,0.1115987,0.939121432,-2.57261995,-0.804870648,0.510372788,0.110912458,1.738520305,-1.989618969,7.721827128,29.461345316,-0.03289496
claude-version,EC,102,B,20.0,6.0,4.333333,31.0,0.036111,0.356019,0.387097,2.0,3.0,1.846154,124.0,4.0,31.0,7.09862159,1.384631187,0.469611392,1.14338928,-2.613171252,-1.23698239,0.404476387,0.110912458,2.924252336,-1.918861288,9.257042669,29.461345316,0.35199147
claude-version,EC,102,C,18.0,6.0,3.932039,26.0,0.038175,0.422043,0.373832,1.0,2.0,1.593407,107.0,4.0,26.75,6.19009106,1.384631187,0.092934469,0.63271966,-2.568839744,-0.691626545,0.277364292,-0.269445767,1.738520305,-1.986670732,7.625876157,29.461345316,-0.056950362
claude-version,EC,103,A,19.0,5.0,3.612613,21.0,0.032546,0.465517,0.362069,9.0,2.0,1.902439,116.0,5.0,23.2,6.644356325,0.516414992,-0.206896585,0.122050039,-2.689741904,-0.332532882,0.164645139,2.773420035,1.738520305,-1.903760596,8.489434899,39.314638064,-0.398537069
claude-version,EC,103,B,17.0,6.0,3.197802,21.0,0.035141,0.466667,0.302083,5.0,1.0,1.597561,96.0,5.0,19.2,5.735825795,1.384631187,-0.596261318,0.122050039,-2.634005342,-0.323033924,-0.410171756,1.251987134,0.552788273,-1.985556256,6.570415472,39.314638064,-0.7834235
claude-version,EC,103,C,21.0,5.0,3.685484,30.0,0.029722,0.445192,0.356589,6.0,3.0,2.195122,129.0,5.0,25.8,7.552886855,0.516414992,-0.138495801,1.041255356,-2.750397029,-0.500416645,0.112132943,1.632345359,2.924252336,-1.82523673,9.736797526,39.314638064,-0.148360889
