version,direction,id,candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_or_beishi_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
claude-version,EC,104,A,14.0,6.0,3.5,34.0,0.060345,0.467,0.35,5.0,2.0,1.581818,60.0,2.0,30.0,4.37303,1.384631187,-0.312601426,1.449791053,-2.092662646,-0.320283356,0.048993735,1.251987134,1.738520305,-1.989779942,3.116180505,9.75475982,0.255769863
claude-version,EC,104,B,10.0,6.0,5.203704,27.0,0.096365,0.480208,0.410714,3.0,2.0,1.509091,56.0,2.0,28.0,2.55596894,1.384631187,1.286590141,0.734853584,-1.319009101,-0.211185755,0.630786703,0.491270684,1.738520305,-2.009291855,2.73237662,9.75475982,0.063326647
claude-version,EC,104,C,10.0,6.0,4.290323,38.0,0.069199,0.455455,0.40625,5.0,4.0,1.763636,64.0,2.0,32.0,2.55596894,1.384631187,0.429239808,1.858326749,-1.902492505,-0.415644637,0.588010345,1.251987134,4.109984367,-1.941000026,3.49998439,9.75475982,0.448213078
claude-version,EC,105,A,12.0,8.0,5.522388,63.0,0.082424,0.362712,0.308824,4.0,2.0,1.293333,68.0,1.0,68.0,3.46449947,3.121063576,1.585724712,4.411674852,-1.618440086,-1.181698453,-0.345576006,0.871628909,1.738520305,-2.067177528,3.883788276,-0.098532927,3.912190953
claude-version,EC,105,B,12.0,7.0,5.649123,56.0,0.099107,0.407,0.37931,3.0,2.0,1.066667,58.0,1.0,58.0,3.46449947,2.252847381,1.704685249,3.696737383,-1.260115209,-0.815881179,0.329857323,0.491270684,1.738520305,-2.127989705,2.924278563,-0.098532927,2.949974877
claude-version,EC,105,C,12.0,7.0,5.758065,57.0,0.092872,0.401852,0.31746,4.0,3.0,1.16,63.0,1.0,63.0,3.46449947,2.252847381,1.806944285,3.798871307,-1.394033306,-0.858403473,-0.262821384,0.871628909,2.924252336,-2.102949412,3.404033419,-0.098532927,3.431082915
claude-version,EC,106,A,9.0,6.0,4.839506,34.0,0.059747,0.594915,0.385542,10.0,3.0,1.666667,83.0,2.0,41.5,2.101703675,1.384631187,0.944733592,1.449791053,-2.105506755,0.736289904,0.389575572,3.15377826,2.924252336,-1.967015821,5.323052845,9.75475982,1.36231835
claude-version,EC,106,B,9.0,7.0,4.675,32.0,0.058437,0.609167,0.390244,7.0,4.0,1.772727,82.0,2.0,41.0,2.101703675,2.252847381,0.790319088,1.245523204,-2.133643516,0.854010907,0.434632569,2.012703584,4.109984367,-1.938561004,5.227101874,9.75475982,1.314207547
claude-version,EC,106,C,10.0,9.0,4.986486,33.0,0.067385,0.607547,0.342105,9.0,3.0,1.5,76.0,2.0,38.0,2.55596894,3.98927977,1.082697215,1.347657129,-1.941454402,0.840629765,-0.026660241,2.773420035,2.924252336,-2.011730878,4.651396046,9.75475982,1.025542724
claude-version,EC,107,A,10.0,9.0,5.417722,40.0,0.068579,0.479412,0.395062,5.0,3.0,1.493827,81.0,2.0,40.5,2.55596894,3.98927977,1.487479368,2.062594597,-1.91580914,-0.217760686,0.480801139,1.251987134,2.924252336,-2.013387031,5.131150903,9.75475982,1.266096743
claude-version,EC,107,B,13.0,7.0,5.515789,46.0,0.058061,0.445062,0.381443,3.0,9.0,1.716049,97.0,2.0,48.5,3.918764735,2.252847381,1.579530523,2.675398142,-2.141719411,-0.50149044,0.350296833,0.491270684,10.038644525,-1.953767133,6.666366444,9.75475982,2.035869604
claude-version,EC,107,C,12.0,7.0,5.826923,51.0,0.056028,0.406111,0.367925,4.0,8.0,1.901235,106.0,2.0,53.0,3.46449947,2.252847381,1.871578243,3.186067762,-2.185385087,-0.823224287,0.220760361,0.871628909,8.852912493,-1.904083617,7.529925186,9.75475982,2.468866838
claude-version,EC,108,A,7.0,6.0,3.432432,18.0,0.046384,0.538983,0.407895,4.0,2.0,2.0,76.0,2.0,38.0,1.193173145,1.384631187,-0.376024518,-0.184351733,-2.392523199,0.274293613,0.603773586,0.871628909,1.738520305,-1.877585974,4.651396046,9.75475982,1.025542724
claude-version,EC,108,B,10.0,5.0,3.447761,22.0,0.051459,0.459091,0.3,4.0,1.0,1.785714,70.0,3.0,23.333333,2.55596894,0.516414992,-0.361635864,0.224183963,-2.283520097,-0.385611409,-0.43013214,0.871628909,0.552788273,-1.935076724,4.075690218,19.608052568,-0.385707554
claude-version,EC,108,C,6.0,5.0,3.734694,16.0,0.076218,0.55122,0.392157,6.0,1.0,1.375,51.0,2.0,25.5,0.73890788,0.516414992,-0.092304552,-0.388619581,-1.751735308,0.375370789,0.452963925,1.632345359,0.552788273,-2.045267104,2.252621763,9.75475982,-0.177227372
claude-version,EC,109,A,9.0,6.0,5.297297,34.0,0.071585,0.504032,0.38961,9.0,6.0,1.591549,77.0,3.0,25.666667,2.101703675,1.384631187,1.374441749,1.449791053,-1.851244938,-0.014400379,0.428557253,2.773420035,6.48144843,-1.987169214,4.747347017,19.608052568,-0.161190405
claude-version,EC,109,B,15.0,6.0,4.7375,32.0,0.059219,0.515441,0.337349,9.0,6.0,1.746479,83.0,3.0,27.666667,4.827295265,1.384631187,0.848985073,1.245523204,-2.116847373,0.079837547,-0.072234694,2.773420035,6.48144843,-1.945603074,5.323052845,19.608052568,0.03125281
claude-version,EC,109,C,14.0,6.0,5.39726,41.0,0.073935,0.544262,0.36,9.0,4.0,1.521127,75.0,2.0,37.5,4.37303,1.384631187,1.468272594,2.164728521,-1.800770595,0.317897961,0.14481891,2.773420035,4.109984367,-2.006062719,4.555445075,9.75475982,0.97743192
claude-version,EC,110,A,14.0,7.0,3.531915,35.0,0.037574,0.468116,0.428571,3.0,2.0,1.8,98.0,4.0,24.5,4.37303,2.252847381,-0.282644227,1.551924977,-2.581748289,-0.311065237,0.801901718,0.491270684,1.738520305,-1.931243936,6.762317415,29.461345316,-0.273448979
claude-version,EC,110,B,14.0,7.0,3.65625,40.0,0.038086,0.505844,0.38,7.0,1.0,1.826667,100.0,4.0,25.0,4.37303,2.252847381,-0.165936464,2.062594597,-2.570751325,0.000566675,0.33646926,2.012703584,0.552788273,-1.924089451,6.954219358,29.461345316,-0.225338176
claude-version,EC,110,C,17.0,7.0,4.198113,43.0,0.039605,0.507831,0.427273,4.0,3.0,2.066667,110.0,4.0,27.5,5.735825795,2.252847381,0.34268636,2.36899637,-2.538125569,0.016979223,0.78946361,0.871628909,2.924252336,-1.859699898,7.913729071,29.461345316,0.015215844
claude-version,EC,111,A,17.0,6.0,4.146789,36.0,0.038044,0.492347,0.348214,11.0,6.0,2.025316,112.0,3.0,37.333333,5.735825795,1.384631187,0.294510792,1.654058901,-2.57165342,-0.110918056,0.031879359,3.534136485,6.48144843,-1.870793949,8.105631013,19.608052568,0.961394953
claude-version,EC,111,B,16.0,5.0,4.962617,39.0,0.04638,0.46117,0.381818,6.0,6.0,1.924051,110.0,3.0,36.666667,5.28156053,0.516414992,1.060292441,1.960460673,-2.392609113,-0.368438945,0.353890277,1.632345359,6.48144843,-1.897962317,7.913729071,19.608052568,0.897247279
claude-version,EC,111,C,16.0,6.0,3.741573,36.0,0.04204,0.482278,0.336957,9.0,7.0,1.632911,92.0,3.0,30.666667,5.28156053,1.384631187,-0.085847539,1.654058901,-2.485825559,-0.19408763,-0.075991041,2.773420035,7.667180462,-1.976072211,6.186611587,19.608052568,0.319917633
claude-version,EC,112,A,12.0,7.0,4.058824,30.0,0.047751,0.393836,0.386364,0.0,2.0,2.092308,88.0,3.0,29.333333,3.46449947,2.252847381,0.211941939,1.041255356,-2.363162166,-0.924615342,0.397452401,-0.649803992,1.738520305,-1.852820679,5.802807702,19.608052568,0.191622092
claude-version,EC,112,B,14.0,6.0,3.351351,26.0,0.045289,0.387302,0.324675,6.0,2.0,1.8,77.0,3.0,25.666667,4.37303,1.384631187,-0.452131665,0.63271966,-2.416042095,-0.978585945,-0.193683521,1.632345359,1.738520305,-1.931243936,4.747347017,19.608052568,-0.161190405
claude-version,EC,112,C,16.0,5.0,4.223684,30.0,0.055575,0.445455,0.43038,6.0,0.0,1.892308,79.0,3.0,26.333333,5.28156053,0.516414992,0.366688727,1.041255356,-2.195114822,-0.498244275,0.819236492,1.632345359,-0.632943758,-1.90647864,4.93924896,19.608052568,-0.097042731
claude-version,EC,113,A,7.0,5.0,4.387097,39.0,0.07076,0.527451,0.5,0.0,0.0,1.625,64.0,2.0,32.0,1.193173145,0.516414992,0.52007728,1.960460673,-1.868964654,0.179039711,1.48637136,-0.649803992,-0.632943758,-1.978194652,3.49998439,9.75475982,0.448213078
claude-version,EC,113,B,10.0,5.0,3.2,21.0,0.049231,0.514151,0.470588,0.0,0.0,1.607143,68.0,3.0,22.666667,2.55596894,0.516414992,-0.594198153,0.122050039,-2.33137407,0.069182193,1.204530356,-0.649803992,-0.632943758,-1.982985503,3.883788276,19.608052568,-0.449855228
claude-version,EC,113,C,10.0,5.0,3.41791,24.0,0.051014,0.49,0.371429,1.0,1.0,1.767857,70.0,3.0,23.333333,2.55596894,0.516414992,-0.389655677,0.428451812,-2.293078004,-0.13030419,0.254337503,-0.269445767,0.552788273,-1.939867575,4.075690218,19.608052568,-0.385707554
claude-version,EC,114,A,12.0,5.0,4.175258,28.0,0.043044,0.510588,0.43,6.0,2.0,1.810127,100.0,3.0,33.333333,3.46449947,0.516414992,0.321233383,0.836987508,-2.464261201,0.039751943,0.815595135,1.632345359,1.738520305,-1.928526965,6.954219358,19.608052568,0.576508523
claude-version,EC,114,B,17.0,5.0,4.031579,25.0,0.042438,0.530723,0.44898,12.0,2.0,1.797468,98.0,3.0,32.666667,5.735825795,0.516414992,0.186368263,0.530585736,-2.477277138,0.206066312,0.997471317,3.91449471,1.738520305,-1.931923245,6.762317415,19.608052568,0.512360848
claude-version,EC,114,C,19.0,6.0,3.958333,20.0,0.041233,0.508235,0.434343,10.0,0.0,1.848101,99.0,3.0,33.0,6.644356325,1.384631187,0.117615483,0.019916115,-2.503158663,0.020316248,0.857212009,3.15377826,-0.632943758,-1.918338928,6.858268386,19.608052568,0.544434686
claude-version,EC,115,A,13.0,5.0,4.216867,27.0,0.050806,0.508219,0.395349,0.0,4.0,1.758065,86.0,3.0,28.666667,3.918764735,0.516414992,0.36028991,0.734853584,-2.297545521,0.020184089,0.483551321,-0.649803992,4.109984367,-1.942494669,5.610905759,19.608052568,0.127474418
claude-version,EC,115,B,10.0,5.0,3.879518,23.0,0.046741,0.469178,0.395349,0.0,1.0,1.725806,86.0,3.0,28.666667,2.55596894,0.516414992,0.04363533,0.326317888,-2.384855395,-0.302293155,0.483551321,-0.649803992,0.552788273,-1.95114943,5.610905759,19.608052568,0.127474418
claude-version,EC,115,C,12.0,5.0,3.72619,28.0,0.044359,0.485,0.413793,0.0,6.0,1.66129,87.0,3.0,29.0,3.46449947,0.516414992,-0.10028688,0.836987508,-2.436017048,-0.171604009,0.660291274,-0.649803992,6.48144843,-1.968458415,5.706856731,19.608052568,0.159548255
claude-version,EC,116,A,14.0,8.0,5.192982,30.0,0.091105,0.544,0.355932,9.0,4.0,1.492063,59.0,2.0,29.5,4.37303,3.121063576,1.276525874,1.041255356,-1.431985716,0.315733851,0.105837229,2.773420035,4.109984367,-2.013860294,3.020229534,9.75475982,0.207659059
claude-version,EC,116,B,11.0,6.0,5.087719,30.0,0.089258,0.537,0.372881,4.0,4.0,1.460317,59.0,2.0,29.5,3.010234205,1.384631187,1.177720153,1.041255356,-1.471656401,0.257914105,0.268251318,0.871628909,4.109984367,-2.022377422,3.020229534,9.75475982,0.207659059
claude-version,EC,116,C,10.0,6.0,4.929825,29.0,0.086488,0.5875,0.372881,5.0,3.0,1.428571,59.0,2.0,29.5,2.55596894,1.384631187,1.029512041,0.939121432,-1.53115169,0.675042273,0.268251318,1.251987134,2.924252336,-2.030894551,3.020229534,9.75475982,0.207659059
claude-version,EC,117,A,12.0,6.0,4.232558,37.0,0.049216,0.524648,0.426966,3.0,2.0,1.679487,89.0,3.0,29.666667,3.46449947,1.384631187,0.375018358,1.756192825,-2.331696246,0.155887033,0.786521777,0.491270684,1.738520305,-1.963576345,5.898758673,19.608052568,0.223696025
claude-version,EC,117,B,13.0,6.0,4.161765,29.0,0.061202,0.494643,0.422535,3.0,0.0,1.307692,71.0,3.0,23.666667,3.918764735,1.384631187,0.308568101,0.939121432,-2.074255619,-0.091953179,0.744061642,0.491270684,-0.632943758,-2.063325154,4.17164119,19.608052568,-0.35363362
claude-version,EC,117,C,13.0,5.0,3.780822,24.0,0.051792,0.570161,0.434211,1.0,0.0,1.384615,76.0,3.0,25.333333,3.918764735,0.516414992,-0.049006239,0.428451812,-2.276367775,0.531822762,0.855947116,-0.269445767,-0.632943758,-2.042687497,4.651396046,19.608052568,-0.193264338
claude-version,EC,118,A,12.0,7.0,3.855422,30.0,0.046451,0.425352,0.352941,6.0,0.0,1.170732,85.0,2.0,42.5,3.46449947,2.252847381,0.02101748,1.041255356,-2.391084143,-0.664294325,0.077175919,1.632345359,-0.632943758,-2.100070126,5.514954788,9.75475982,1.458539958
claude-version,EC,118,B,11.0,5.0,3.447761,26.0,0.051459,0.463636,0.333333,5.0,1.0,0.963415,69.0,2.0,34.5,3.010234205,0.516414992,-0.361635864,0.63271966,-2.283520097,-0.348069874,-0.110718084,1.251987134,0.552788273,-2.155691164,3.979739247,9.75475982,0.688767097
claude-version,EC,118,C,8.0,5.0,3.455882,25.0,0.050822,0.480172,0.342857,2.0,0.0,1.012195,70.0,2.0,35.0,1.64743841,0.516414992,-0.35401304,0.530585736,-2.297201866,-0.211483114,-0.019454187,0.110912458,-0.632943758,-2.142603987,4.075690218,9.75475982,0.736877901
claude-version,EC,119,A,15.0,6.0,3.773333,27.0,0.050311,0.487069,0.337662,5.0,3.0,1.830508,77.0,2.0,38.5,4.827295265,1.384631187,-0.056035832,0.734853584,-2.30817735,-0.154514144,-0.069235366,1.251987134,2.924252336,-1.92305895,4.747347017,9.75475982,1.073653528
claude-version,EC,119,B,11.0,5.0,3.897436,26.0,0.049967,0.445238,0.375,7.0,4.0,1.881356,80.0,2.0,40.0,3.010234205,0.516414992,0.060454163,0.63271966,-2.315565935,-0.500036687,0.288556673,2.012703584,4.109984367,-1.90941695,5.035199931,9.75475982,1.217985939
claude-version,EC,119,C,12.0,5.0,3.681818,25.0,0.055785,0.503774,0.264706,7.0,3.0,1.559322,68.0,2.0,34.0,3.46449947,0.516414992,-0.141936913,0.530585736,-2.190604349,-0.01653145,-0.768337513,2.012703584,2.924252336,-1.99581539,3.883788276,9.75475982,0.640656293
claude-version,EC,120,A,17.0,8.0,5.013699,38.0,0.068681,0.490909,0.333333,3.0,0.0,1.731343,75.0,2.0,37.5,5.735825795,3.121063576,1.108240854,1.858326749,-1.913618339,-0.122795883,-0.110718084,0.491270684,-0.632943758,-1.949663909,4.555445075,9.75475982,0.97743192
claude-version,EC,120,B,16.0,6.0,5.205128,33.0,0.066732,0.558209,0.419753,3.0,0.0,1.835821,81.0,3.0,27.0,5.28156053,1.384631187,1.287926787,1.347657129,-1.955479825,0.433099675,0.717403078,0.491270684,-0.632943758,-1.921633526,5.131150903,19.608052568,-0.03289496
claude-version,EC,120,C,15.0,7.0,5.646341,35.0,0.068858,0.476812,0.411765,3.0,0.0,1.835821,85.0,3.0,28.333333,4.827295265,2.252847381,1.702073909,1.551924977,-1.909816654,-0.239236592,0.640857929,0.491270684,-0.632943758,-1.921633526,5.514954788,19.608052568,0.095400484
claude-version,EC,121,A,10.0,6.0,5.905405,55.0,0.079803,0.39403,0.426667,3.0,2.0,1.929825,75.0,1.0,75.0,2.55596894,1.384631187,1.945245824,3.594603459,-1.674735087,-0.923012909,0.783656604,0.491270684,1.738520305,-1.896413211,4.555445075,-0.098532927,4.585742206
claude-version,EC,121,B,8.0,6.0,4.507692,48.0,0.069349,0.436441,0.484848,2.0,1.0,1.789474,66.0,1.0,66.0,1.64743841,1.384631187,0.633274471,2.87966599,-1.899270738,-0.572699588,1.341177055,0.110912458,0.552788273,-1.934067954,3.691886333,-0.098532927,3.719747738
claude-version,EC,121,C,13.0,7.0,4.492537,40.0,0.067053,0.377778,0.367647,1.0,1.0,1.736842,68.0,1.0,68.0,3.918764735,2.252847381,0.619049143,2.062594597,-1.948585245,-1.057253839,0.218096421,-0.269445767,0.552788273,-1.948188583,3.883788276,-0.098532927,3.912190953
claude-version,EC,122,A,10.0,6.0,4.220339,36.0,0.071531,0.504348,0.377049,6.0,1.0,1.21875,61.0,2.0,30.5,2.55596894,1.384631187,0.363548923,1.654058901,-1.852404774,-0.011790231,0.308191251,1.632345359,0.552788273,-2.087187386,3.212131476,9.75475982,0.303880666
claude-version,EC,122,B,11.0,6.0,3.447761,26.0,0.051459,0.475,0.362319,8.0,4.0,1.34375,69.0,2.0,34.5,3.010234205,1.384631187,-0.361635864,0.63271966,-2.283520097,-0.254203646,0.167040768,2.39306181,4.109984367,-2.05365116,3.979739247,9.75475982,0.688767097
claude-version,EC,122,C,12.0,6.0,3.649351,23.0,0.047394,0.496032,0.367089,14.0,2.0,1.59375,79.0,2.0,39.5,3.46449947,1.384631187,-0.17241225,0.326317888,-2.370829971,-0.080480089,0.212749377,4.675211161,1.738520305,-1.986578708,4.93924896,9.75475982,1.169875135
claude-version,EC,123,A,12.0,5.0,3.670588,26.0,0.043183,0.327397,0.375,0.0,3.0,1.561644,88.0,3.0,29.333333,3.46449947,0.516414992,-0.152478018,0.63271966,-2.461275698,-1.473399072,0.288556673,-0.649803992,2.924252336,-1.995192421,5.802807702,19.608052568,0.191622092
claude-version,EC,123,B,9.0,5.0,3.811765,34.0,0.044844,0.363043,0.397727,4.0,2.0,1.671233,88.0,3.0,29.333333,2.101703675,0.516414992,-0.019961414,1.449791053,-2.425600002,-1.178964405,0.506338548,0.871628909,1.738520305,-1.965790809,5.802807702,19.608052568,0.191622092
claude-version,EC,123,C,11.0,4.0,3.386667,22.0,0.045156,0.336607,0.333333,3.0,1.0,1.383562,78.0,3.0,26.0,3.010234205,-0.351801202,-0.418982099,0.224183963,-2.418898728,-1.397324806,-0.110718084,0.491270684,0.552788273,-2.042970007,4.843297989,19.608052568,-0.129116568
claude-version,EC,124,A,17.0,8.0,4.204082,32.0,0.042899,0.445732,0.316832,4.0,1.0,1.340206,101.0,3.0,33.666667,5.735825795,3.121063576,0.348289196,1.245523204,-2.467375576,-0.495956265,-0.268839205,0.871628909,0.552788273,-2.054601979,7.050170329,19.608052568,0.608582456
claude-version,EC,124,B,14.0,6.0,4.378947,30.0,0.046094,0.498734,0.346939,4.0,1.0,1.309278,98.0,3.0,32.666667,4.37303,1.384631187,0.512427235,1.041255356,-2.398751948,-0.058161667,0.019661649,0.871628909,0.552788273,-2.062899647,6.762317415,19.608052568,0.512360848
claude-version,EC,124,C,17.0,5.0,4.19802,29.0,0.041565,0.431707,0.326923,5.0,1.0,1.319588,104.0,3.0,34.666667,5.735825795,0.516414992,0.342599065,0.939121432,-2.49602782,-0.611802256,-0.172142021,1.251987134,0.552788273,-2.060133579,7.338023243,19.608052568,0.704804064
claude-version,EC,125,A,17.0,5.0,4.589474,30.0,0.04831,0.409756,0.33,1.0,1.0,1.84,100.0,5.0,20.0,5.735825795,0.516414992,0.710039616,1.041255356,-2.351155716,-0.793116719,-0.142656615,-0.269445767,0.552788273,-1.920512343,6.954219358,39.314638064,-0.706446214
claude-version,EC,125,B,18.0,5.0,4.505263,29.0,0.047424,0.384416,0.27,0.0,0.0,1.813333,100.0,5.0,20.0,6.19009106,0.516414992,0.630994476,0.939121432,-2.370185618,-1.0024242,-0.717607665,-0.649803992,-0.632943758,-1.927666828,6.954219358,39.314638064,-0.706446214
claude-version,EC,125,C,16.0,5.0,4.092784,23.0,0.042194,0.344079,0.372549,0.0,2.0,1.866667,102.0,5.0,20.4,5.28156053,0.516414992,0.243818688,0.326317888,-2.482517878,-1.335606357,0.265069922,-0.649803992,1.738520305,-1.913357859,7.1461213,39.314638064,-0.667957571
claude-version,EC,126,A,11.0,5.0,5.0,44.0,0.057471,0.489474,0.41573,3.0,4.0,1.927536,89.0,2.0,44.5,3.010234205,0.516414992,1.095382209,2.471130294,-2.154391693,-0.134648931,0.67885261,0.491270684,4.109984367,-1.897027327,5.898758673,9.75475982,1.650983173
claude-version,EC,126,B,11.0,6.0,4.830986,41.0,0.068042,0.479032,0.369863,4.0,2.0,1.536232,73.0,2.0,36.5,3.010234205,1.384631187,0.936736245,2.164728521,-1.927343064,-0.220899473,0.23933128,0.871628909,1.738520305,-2.002010202,4.363543132,9.75475982,0.881210312
claude-version,EC,126,C,13.0,5.0,5.213483,45.0,0.058578,0.457927,0.417582,4.0,6.0,1.913043,91.0,2.0,45.5,3.918764735,0.516414992,1.295769255,2.573264218,-2.130615056,-0.395226007,0.696599433,0.871628909,6.48144843,-1.900915651,6.090660616,9.75475982,1.747204781
claude-version,EC,127,A,11.0,8.0,5.070423,46.0,0.071414,0.568103,0.438356,6.0,1.0,1.623188,73.0,2.0,36.5,3.010234205,3.121063576,1.161485163,2.675398142,-1.854917752,0.514823756,0.895666651,1.632345359,0.552788273,-1.978680793,4.363543132,9.75475982,0.881210312
claude-version,EC,127,B,15.0,7.0,4.351064,52.0,0.046288,0.52875,0.447917,4.0,1.0,2.101449,96.0,2.0,48.0,4.827295265,2.252847381,0.486254697,3.288201686,-2.39458513,0.189769404,0.987285101,0.871628909,0.552788273,-1.850368242,6.570415472,9.75475982,1.9877588
claude-version,EC,127,C,13.0,7.0,3.518072,26.0,0.042386,0.59058,0.406977,4.0,0.0,1.927536,86.0,3.0,28.666667,3.918764735,2.252847381,-0.295638039,0.63271966,-2.478394017,0.700482961,0.594976835,0.871628909,-0.632943758,-1.897027327,5.610905759,19.608052568,0.127474418
claude-version,EC,128,A,10.0,6.0,3.620253,27.0,0.045826,0.464179,0.385542,0.0,1.0,1.671642,83.0,4.0,20.75,2.55596894,1.384631187,-0.199725255,0.734853584,-2.404508171,-0.343584714,0.389575572,-0.649803992,0.552788273,-1.965681079,5.323052845,29.461345316,-0.634280008
claude-version,EC,128,B,10.0,6.0,3.772152,26.0,0.047749,0.478462,0.39759,0.0,1.0,1.656716,83.0,4.0,20.75,2.55596894,1.384631187,-0.057144384,0.63271966,-2.363205123,-0.225607652,0.505025743,-0.649803992,0.552788273,-1.969685572,5.323052845,29.461345316,-0.634280008
claude-version,EC,128,C,11.0,6.0,3.723684,21.0,0.048996,0.510769,0.35,1.0,0.0,1.701493,80.0,4.0,20.0,3.010234205,1.384631187,-0.102639152,0.122050039,-2.336421504,0.041246996,0.048993735,-0.269445767,-0.632943758,-1.95767236,5.035199931,29.461345316,-0.706446214
claude-version,EC,129,A,10.0,5.0,4.5,26.0,0.077586,0.497872,0.283333,4.0,2.0,1.451613,60.0,2.0,30.0,2.55596894,0.516414992,0.626054331,0.63271966,-1.722352797,-0.065281756,-0.589843959,0.871628909,1.738520305,-2.024712617,3.116180505,9.75475982,0.255769863
claude-version,EC,129,B,10.0,5.0,4.471429,31.0,0.063878,0.539474,0.388889,1.0,4.0,1.741935,72.0,2.0,36.0,2.55596894,0.516414992,0.599235997,1.14338928,-2.016779304,0.278349255,0.421648258,-0.269445767,4.109984367,-1.946822183,4.267592161,9.75475982,0.833099508
claude-version,EC,129,C,10.0,5.0,5.057143,30.0,0.072245,0.512712,0.388889,5.0,4.0,1.741935,72.0,2.0,36.0,2.55596894,0.516414992,1.149019815,1.041255356,-1.837069165,0.057296106,0.421648258,1.251987134,4.109984367,-1.946822183,4.267592161,9.75475982,0.833099508
claude-version,EC,130,A,12.0,6.0,4.691489,25.0,0.049909,0.539157,0.360825,3.0,5.0,2.013514,97.0,3.0,32.333333,3.46449947,1.384631187,0.805796583,0.530585736,-2.316811685,0.275730846,0.152724487,0.491270684,5.295716399,-1.873960306,6.666366444,19.608052568,0.480286915
claude-version,EC,130,B,11.0,5.0,4.209877,21.0,0.051974,0.572143,0.321429,4.0,4.0,1.716216,84.0,3.0,28.0,3.010234205,0.516414992,0.353728707,0.122050039,-2.272458698,0.54819401,-0.224788372,0.871628909,4.109984367,-1.953722329,5.419003817,19.608052568,0.063326647
claude-version,EC,130,C,14.0,6.0,5.011628,26.0,0.058275,0.532692,0.314607,4.0,4.0,1.891892,89.0,3.0,29.666667,4.37303,1.384631187,1.106296898,0.63271966,-2.137123024,0.222330181,-0.290160307,0.871628909,4.109984367,-1.906590249,5.898758673,19.608052568,0.223696025
claude-version,EC,131,A,8.0,5.0,5.0,32.0,0.069444,0.5125,0.405405,7.0,2.0,1.692308,74.0,2.0,37.0,1.64743841,0.516414992,1.095382209,1.245523204,-1.897230286,0.055544993,0.579913117,2.012703584,1.738520305,-1.960136602,4.459494104,9.75475982,0.929321116
claude-version,EC,131,B,14.0,9.0,4.752809,34.0,0.053402,0.449351,0.417582,9.0,3.0,2.169231,91.0,2.0,45.5,4.37303,3.98927977,0.863354954,1.449791053,-2.241787481,-0.466063456,0.696599433,2.773420035,2.924252336,-1.832183022,6.090660616,9.75475982,1.747204781
claude-version,EC,131,C,12.0,8.0,5.95,31.0,0.074375,0.490769,0.390244,8.0,3.0,1.861538,82.0,2.0,41.0,3.46449947,3.121063576,1.987105177,1.14338928,-1.79132008,-0.123952278,0.434632569,2.39306181,2.924252336,-1.914733918,5.227101874,9.75475982,1.314207547
claude-version,EC,132,A,9.0,6.0,3.45977,21.0,0.039767,0.482278,0.373626,1.0,2.0,1.409639,91.0,4.0,22.75,2.101703675,1.384631187,-0.350363547,0.122050039,-2.534646061,-0.19408763,0.275390294,-0.269445767,1.738520305,-2.035973813,6.090660616,29.461345316,-0.441836793
claude-version,EC,132,B,10.0,5.0,3.402778,15.0,0.047261,0.511719,0.328947,0.0,1.0,1.156627,76.0,4.0,19.0,2.55596894,0.516414992,-0.403859416,-0.490753505,-2.373686604,0.049093962,-0.152747006,-0.649803992,0.552788273,-2.103854354,4.651396046,29.461345316,-0.802667821
claude-version,EC,132,C,11.0,6.0,3.9875,26.0,0.049844,0.496479,0.357143,1.0,2.0,1.240964,84.0,4.0,21.0,3.010234205,1.384631187,0.144993255,0.63271966,-2.318207784,-0.076787885,0.117441658,-0.269445767,1.738520305,-2.081227597,5.419003817,29.461345316,-0.610224606
claude-version,EC,133,A,12.0,6.0,3.890244,27.0,0.047442,0.480282,0.435294,2.0,5.0,2.0,85.0,3.0,28.333333,3.46449947,1.384631187,0.053703351,0.734853584,-2.369799006,-0.210574518,0.866324983,0.110912458,5.295716399,-1.877585974,5.514954788,19.608052568,0.095400484
claude-version,EC,133,B,13.0,6.0,3.686047,26.0,0.042861,0.510563,0.348315,5.0,4.0,1.924242,89.0,3.0,29.666667,3.918764735,1.384631187,-0.137967338,0.63271966,-2.468191756,0.039545444,0.032847193,1.251987134,4.109984367,-1.897911073,5.898758673,19.608052568,0.223696025
claude-version,EC,133,C,11.0,6.0,3.868421,20.0,0.0509,0.562295,0.379747,1.0,5.0,1.757576,79.0,3.0,26.333333,3.010234205,1.384631187,0.033219067,0.019916115,-2.295526547,0.466849887,0.334044883,-0.269445767,5.295716399,-1.942625862,4.93924896,19.608052568,-0.097042731
claude-version,EC,134,A,7.0,6.0,3.3,16.0,0.04125,0.510714,0.369048,5.0,1.0,1.485294,84.0,4.0,21.0,1.193173145,1.384631187,-0.500332577,-0.388619581,-2.502793529,0.040792698,0.231521528,1.251987134,0.552788273,-2.015676348,5.419003817,29.461345316,-0.610224606
